Gene_ID,Uniprot_ID,Gene_symbol,Aproved_gene_name,ENS_Gene_id,Ortho_Age,Paralog_status,Haplosufficiency_Rank,Disease_Association,Family_Root,Family_ID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,control.category,Degree,Eccentricity,MDS,NeighborhoodConnectivity,Radiality,Stress,TopologicalCoefficient,VIP_type
166,AES_HUMAN,TLE5,TLE5,ENSG00000104964,105,Ohnolog,NA,None,LECA,773,2.509197,0.000811,0.39853387,0.05115812,intermittent,179,5,FALSE,139.6368715,0.81135038,9618080,0.01552183,DNA
171,NA,,,NA,NA,NA,NA,NA,NA,NA,3.02261739,0,0.33083909,0,redundant,1,6,FALSE,2579,0.74717283,0,0,NA
172,NA,AFG3L1P,AFG3L1P,ENSG00000223959,NA,Singleton,NA,None,Singleton,0,3.01044735,0,0.33217655,1,intermittent,2,6,FALSE,1271,0.74869408,0,0.5125,NA
173,AFAM_HUMAN,AFM,AFM,ENSG00000079557,311,SSD,84.36,None,Euteleostomi,1221,3.32214504,3.10E-07,0.30101034,0.1,intermittent,5,6,FALSE,90.8,0.70973187,3438,0.2478022,NA
174,FETA_HUMAN,AFP,AFP,ENSG00000081051,311,SSD,12.58,Both,Euteleostomi,1221,3.0950264,1.57E-06,0.32309902,0.01515152,intermittent,12,6,FALSE,98.41666667,0.7381217,16592,0.0947411,RNA
175,ASPG_HUMAN,AGA,AGA,ENSG00000038002,796,SSD,51.89,Recessive,LECA,448,3.1049736,1.47E-06,0.32206393,0.22222222,intermittent,9,6,FALSE,155.1111111,0.7368783,17000,0.13682764,NA
176,PGCA_HUMAN,ACAN,ACAN,ENSG00000157766,413,SSD,75.58,None,LECA,453,3.15954432,0.000247,0.31650134,0.06432749,critical,19,6,TRUE,54.10526316,0.73005696,2369306,0.06004116,NA
177,RAGE_HUMAN,AGER,AGER,ENSG00000204305,158,SSD,23.58,None,Vertebrata,1117,2.76443457,5.63E-05,0.36173763,0.10826211,intermittent,27,5,FALSE,266.2592593,0.77944568,599584,0.05259537,NA
178,GDE_HUMAN,AGL,AGL,ENSG00000162688,796,Singleton,10.32,Recessive,Singleton,0,2.67963323,3.41E-05,0.3731854,0.11962834,intermittent,42,5,FALSE,436.5,0.79004585,775808,0.06849863,RNA
181,AGRP_HUMAN,AGRP,AGRP,ENSG00000159723,435,SSD,27.08,None,Euteleostomi,2067,3.19555432,3.10E-05,0.31293475,0,intermittent,12,6,FALSE,53.91666667,0.72555571,377850,0.0910786,NA
182,JAG1_HUMAN,JAG1,JAG1,ENSG00000101384,615,Ohnolog,1.06,None,LECA,2056,3.02406224,7.95E-06,0.33068102,0.08823529,intermittent,17,6,FALSE,116.9411765,0.74699222,82152,0.07221899,NA
183,ANGT_HUMAN,AGT,AGT,ENSG00000135744,435,SSD,59.54,Recessive,LECA,339,2.86835232,7.96E-05,0.34863221,0.04273504,intermittent,27,6,FALSE,168.5555556,0.76645596,767634,0.04967822,RNA
185,AGTR1_HUMAN,AGTR1,AGTR1,ENSG00000144891,615,Ohnolog,4.65,Recessive,Bilateria,1944,2.76838011,0.000375,0.36122207,0.01717172,intermittent,100,5,FALSE,86.86,0.77895249,4464832,0.01833439,NA
186,AGTR2_HUMAN,AGTR2,AGTR2,ENSG00000180772,615,Ohnolog,25.02,None,Bilateria,1944,3.06351764,5.61E-06,0.32642214,0.05454545,intermittent,11,6,FALSE,145.2727273,0.74206029,54126,0.10091859,NA
187,APJ_HUMAN,APLNR,APLNR,ENSG00000134817,615,Ohnolog,20.99,None,Bilateria,1944,2.8557377,0.000275,0.35017222,0.00746826,intermittent,104,5,FALSE,59.00961538,0.76803279,3930048,0.01668972,RNA
189,SPYA_HUMAN,AGXT,AGXT,ENSG00000172482,796,SSD,70.08,Recessive,Opisthokonta,5548,3.11014171,1.13E-06,0.32152876,0,intermittent,6,6,FALSE,207.1666667,0.73623229,19324,0.18212603,NA
190,NR0B1_HUMAN,NR0B1,NR0B1,ENSG00000169297,435,SSD,15.44,None,Gnathostomata,5176,2.85407058,1.83E-06,0.35037676,0.19852941,intermittent,17,5,FALSE,369.7058824,0.76824118,56536,0.09354296,NA
191,SAHH_HUMAN,AHCY,AHCY,ENSG00000101444,796,SSD,18.88,None,LECA,2070,2.57143651,9.36E-05,0.38888769,0.14945496,intermittent,84,5,FALSE,412.2380952,0.80357044,1937418,0.05129595,Multi
196,AHR_HUMAN,AHR,AHR,ENSG00000106546,435,Ohnolog,33.82,None,Chordata,701,2.57232565,3.79E-05,0.38875327,0.17857143,intermittent,64,5,FALSE,348.171875,0.80345929,992984,0.04295911,DNA
197,FETUA_HUMAN,AHSG,AHSG,ENSG00000145192,435,SSD,64.1,Recessive,Gnathostomata,1555,2.69058072,3.18E-05,0.37166698,0.11111111,intermittent,27,5,FALSE,410.5185185,0.78867741,563248,0.06663059,NA
199,AIF1_HUMAN,AIF1,AIF1,ENSG00000204472,615,SSD,38.01,None,LECA,4668,3.12236732,6.50E-07,0.32026981,0.06666667,intermittent,6,6,FALSE,178,0.73470408,8056,0.19254434,NA
202,AIM1_HUMAN,CRYBG1,CRYBG1,ENSG00000112297,351,SSD,NA,None,LECA,1238,2.79372048,8.72E-06,0.35794562,0.08333333,intermittent,16,6,FALSE,432.875,0.77578494,150382,0.09169582,NA
203,KAD1_HUMAN,AK1,AK1,ENSG00000106992,796,Ohnolog,30.67,None,LECA,38,2.81183662,1.58E-05,0.35563944,0.05538462,intermittent,26,6,FALSE,227.9230769,0.77352042,215400,0.05121567,NA
204,KAD2_HUMAN,AK2,AK2,ENSG00000004455,796,SSD,15.01,Recessive,LECA,38,2.71569881,4.93E-05,0.36822935,0.16329285,intermittent,39,5,FALSE,437.4102564,0.78553765,767946,0.07516871,NA
205,KAD4_HUMAN,AK4,AK4,ENSG00000162433,435,Ohnolog,55.14,None,LECA,38,2.65512642,1.90E-05,0.3766299,0.15,intermittent,16,6,FALSE,661.9375,0.7931092,322988,0.09479331,NA
207,AKT1_HUMAN,AKT1,AKT1,ENSG00000142208,615,Ohnolog,0.05,None,LECA,772,2.31030842,0.00208231,0.43284264,0.05885079,intermittent,416,5,FALSE,172.0336539,0.83621145,28292586,0.0141965,Multi
208,AKT2_HUMAN,AKT2,AKT2,ENSG00000105221,311,Ohnolog,4.88,None,LECA,772,2.57038066,0.000496,0.38904743,0.05244671,intermittent,129,5,FALSE,185.4341085,0.80370242,6105218,0.02333981,NA
210,HEM2_HUMAN,ALAD,ALAD,ENSG00000148218,796,Singleton,32.28,None,Singleton,0,3.05351487,3.54E-06,0.32749145,0.33766234,intermittent,22,5,FALSE,88.72727273,0.74331064,33466,0.06285511,NA
211,HEM1_HUMAN,ALAS1,ALAS1,ENSG00000023330,615,Ohnolog,42.48,None,LECA,357,2.77010281,0.00011,0.36099743,0.02443609,intermittent,57,5,FALSE,147.4210526,0.77873715,1082574,0.03003319,NA
212,HEM0_HUMAN,ALAS2,ALAS2,ENSG00000158578,615,Ohnolog,27.45,None,LECA,357,3.09363712,3.80E-07,0.32324412,0,intermittent,4,6,FALSE,313.5,0.73829536,7374,0.25572831,NA
213,ALBU_HUMAN,ALB,ALB,ENSG00000163631,351,SSD,0.04,Unknown,Euteleostomi,1221,2.49874965,0.00237984,0.40020016,0.03282523,critical,227,5,TRUE,136.1145374,0.81265629,29217344,0.01503901,Multi
214,CD166_HUMAN,ALCAM,ALCAM,ENSG00000170017,435,Ohnolog,13.76,None,Vertebrata,1117,2.75621006,2.37E-05,0.36281705,0.11029412,intermittent,17,5,FALSE,451.6470588,0.78047374,260690,0.0856996,NA
215,ABCD1_HUMAN,ABCD1,ABCD1,ENSG00000101986,796,Ohnolog,59.98,None,LECA,2129,2.72920256,2.46E-05,0.3664074,0.12,intermittent,25,5,FALSE,385.96,0.78384968,456378,0.06725022,DNA
216,AL1A1_HUMAN,ALDH1A1,ALDH1A1,ENSG00000165092,615,Ohnolog,34.51,None,LECA,119,3.03462073,5.24E-06,0.32953047,0.04761905,intermittent,7,6,FALSE,348.2857143,0.74567241,57564,0.18787645,RNA
217,ALDH2_HUMAN,ALDH2,ALDH2,ENSG00000111275,796,SSD,34.74,None,LECA,119,2.68091136,0.000158,0.37300748,0.0782241,intermittent,44,5,FALSE,272.5454546,0.78988608,1551980,0.04298669,RNA
218,AL3A1_HUMAN,ALDH3A1,ALDH3A1,ENSG00000108602,176,SSD,68.52,None,LECA,119,3.02061684,1.14E-05,0.33105821,0.02923977,intermittent,19,6,FALSE,106.3684211,0.7474229,112910,0.05939892,NA
219,AL1B1_HUMAN,ALDH1B1,ALDH1B1,ENSG00000137124,351,SSD,51.9,None,LECA,119,2.70408447,0.000111,0.36981093,0.1025641,intermittent,40,5,FALSE,377,0.78698944,1529424,0.0628188,RNA
220,AL1A3_HUMAN,ALDH1A3,ALDH1A3,ENSG00000184254,435,Ohnolog,34.78,None,LECA,119,2.85829397,9.51E-06,0.34985905,0.11111111,intermittent,10,6,FALSE,515.6,0.76771325,92592,0.12874281,DNA
221,AL3B1_HUMAN,ALDH3B1,ALDH3B1,ENSG00000006534,96,SSD,68.12,None,LECA,119,2.86662962,6.94E-05,0.34884172,0.03170732,intermittent,41,6,FALSE,136,0.7666713,760258,0.03903564,NA
222,AL3B2_HUMAN,ALDH3B2,ALDH3B2,ENSG00000132746,796,SSD,78.93,None,LECA,119,2.9798833,9.36E-06,0.33558361,0.0952381,intermittent,7,5,FALSE,363.4285714,0.75251459,58290,0.15056313,NA
223,AL9A1_HUMAN,ALDH9A1,ALDH9A1,ENSG00000143149,435,SSD,61.04,None,LECA,119,2.98143929,2.08E-06,0.33540847,0.05882353,intermittent,18,5,FALSE,174.5,0.75232009,33278,0.08264811,NA
224,AL3A2_HUMAN,ALDH3A2,ALDH3A2,ENSG00000072210,615,SSD,53.41,None,LECA,119,2.63584329,6.68E-05,0.37938523,0.06331976,intermittent,67,5,FALSE,254.1641791,0.79551959,1040008,0.03605818,RNA
225,ABCD2_HUMAN,ABCD2,ABCD2,ENSG00000173208,796,Ohnolog,39.2,None,LECA,2129,3.02339539,9.00E-08,0.33075396,0.83333333,intermittent,4,5,FALSE,548,0.74707558,3776,0.25583567,NA
226,ALDOA_HUMAN,ALDOA,ALDOA,ENSG00000149925,435,Ohnolog,11.28,None,LECA,2947,2.43989997,0.000336,0.40985287,0.15316552,intermittent,115,5,FALSE,406.0086957,0.8200125,5230738,0.0397157,RNA
229,ALDOB_HUMAN,ALDOB,ALDOB,ENSG00000136872,435,Ohnolog,16.09,None,LECA,2947,2.90025007,8.35E-05,0.34479785,0.12380952,intermittent,15,5,FALSE,255.1333333,0.76246874,700724,0.07763559,DNA
230,ALDOC_HUMAN,ALDOC,ALDOC,ENSG00000109107,435,Ohnolog,12.4,None,LECA,2947,2.69363712,1.82E-05,0.37124525,0.16402116,intermittent,28,5,FALSE,500.75,0.78829536,483490,0.08122045,NA
231,ALDR_HUMAN,AKR1B1,AKR1B1,ENSG00000085662,796,SSD,25.64,None,LECA,579,2.87791053,0.000115,0.34747432,0.02898551,intermittent,24,5,FALSE,230.0833333,0.76526118,1217264,0.06718384,RNA
238,ALK_HUMAN,ALK,ALK,ENSG00000171094,435,Ohnolog,4.47,Unknown,LECA,386,2.72364546,0.000206,0.36715498,0.07888698,intermittent,84,5,FALSE,165.8333333,0.78454432,3125780,0.03039974,NA
239,LOX12_HUMAN,ALOX12,ALOX12,ENSG00000108839,615,Ohnolog,56.83,None,LECA,270,3.07324257,1.51E-06,0.32538922,0.05555556,intermittent,9,6,FALSE,152.2222222,0.74084468,17658,0.12898345,NA
240,LOX5_HUMAN,ALOX5,ALOX5,ENSG00000012779,311,Ohnolog,28.83,None,LECA,270,2.72525702,0.000412,0.36693787,0.02067308,critical,65,6,TRUE,131.6461539,0.78434287,4011474,0.02369792,NA
241,AL5AP_HUMAN,ALOX5AP,ALOX5AP,ENSG00000132965,615,SSD,35.26,None,LECA,1394,3.43395388,9.60E-07,0.2912095,0.16666667,intermittent,4,6,FALSE,42.25,0.69575577,10440,0.2530303,NA
242,LX12B_HUMAN,ALOX12B,ALOX12B,ENSG00000179477,158,Ohnolog,62.25,None,LECA,270,2.82295082,3.05E-05,0.35423926,0.04743083,intermittent,23,5,FALSE,267.9130435,0.77213115,420742,0.06298052,NA
244,ANXA8_HUMAN,,,NA,NA,NA,NA,NA,NA,NA,2.89235899,4.62E-06,0.34573855,0.14102564,intermittent,13,5,FALSE,314.9230769,0.76345513,110718,0.09394308,NA
246,LOX15_HUMAN,ALOX15,ALOX15,ENSG00000161905,158,Ohnolog,75.36,None,LECA,270,3.12425674,2.70E-07,0.32007613,0,intermittent,5,6,FALSE,202.2,0.73446791,4434,0.21313559,NA
247,LX15B_HUMAN,ALOX15B,ALOX15B,ENSG00000179593,435,Ohnolog,82.49,None,LECA,270,3.24217838,5.00E-07,0.3084346,0.04761905,intermittent,7,6,FALSE,73.57142857,0.7197277,5526,0.16520894,NA
248,PPBI_HUMAN,ALPI,ALPI,ENSG00000163295,311,Ohnolog,72.6,None,Vertebrata,8512,2.80533482,2.20E-05,0.35646369,0.06719368,intermittent,23,6,FALSE,291.9130435,0.77433315,345214,0.06524171,NA
249,PPBT_HUMAN,ALPL,ALPL,ENSG00000162551,435,Ohnolog,0.11,Both,Vertebrata,8512,2.96198944,4.18E-06,0.33761093,0.10909091,intermittent,11,6,FALSE,265.0909091,0.75475132,62242,0.11361686,DNA
250,PPB1_HUMAN,ALPP,ALPP,ENSG00000163283,311,Ohnolog,0.37,None,Vertebrata,8512,2.74131703,3.38E-05,0.36478816,0.11954023,intermittent,30,5,FALSE,337.9333333,0.78233537,522866,0.06164842,NA
251,PPBN_HUMAN,ALPG,ALPG,ENSG00000163286,311,Ohnolog,NA,None,Vertebrata,8512,3.15004168,2.01E-06,0.31745612,0.10714286,intermittent,8,6,FALSE,111.875,0.73124479,23320,0.13072183,NA
257,ALX3_HUMAN,ALX3,ALX3,ENSG00000156150,435,Ohnolog,38.14,Recessive,LECA,52,3.15893304,2.57E-06,0.31656258,0.025,intermittent,16,6,FALSE,62.5625,0.73013337,25722,0.07800693,NA
258,AMBN_HUMAN,AMBN,AMBN,ENSG00000178522,311,Singleton,56.63,Recessive,Singleton,0,3.50758544,8.00E-07,0.28509641,0.16666667,intermittent,4,6,FALSE,55,0.68655182,5056,0.26585366,NA
259,AMBP_HUMAN,AMBP,AMBP,ENSG00000106927,435,SSD,57.96,None,Bilateria,31,2.93042512,6.59E-06,0.34124742,0.14285714,intermittent,14,6,FALSE,246.5714286,0.75869686,83174,0.09360074,RNA
262,DCAM_HUMAN,AMD1,AMD1,ENSG00000123505,796,Singleton,5.77,None,Singleton,0,2.82250625,0.000145,0.35429505,0.0172043,intermittent,31,5,FALSE,172.3870968,0.77218672,1289606,0.03944794,RNA
265,AMELX_HUMAN,AMELX,AMELX,ENSG00000125363,351,SSD,11.12,None,Tetrapoda,1743,3.65490414,0,0.27360499,0,redundant,1,7,FALSE,75,0.66813698,0,0,NA
267,"AMFR1_HUMAN,AMFR_HUMAN",AMFR,AMFR,ENSG00000159461,351,SSD,22.05,None,LECA,6957,2.54715199,0.000337,0.39259534,0.09611381,intermittent,132,5,FALSE,180.6666667,0.806606,4132938,0.02149665,DNA
268,MIS_HUMAN,AMH,AMH,ENSG00000104899,311,Singleton,59.26,None,Singleton,0,2.99238677,3.29E-06,0.3341814,0,intermittent,8,6,FALSE,297.5,0.75095165,42892,0.1395951,NA
269,AMHR2_HUMAN,AMHR2,AMHR2,ENSG00000135409,435,SSD,32.73,None,LECA,2731,3.05773826,6.20E-07,0.32703911,0.33333333,intermittent,6,6,FALSE,311.5,0.74278272,7556,0.23479135,NA
270,AMPD1_HUMAN,AMPD1,AMPD1,ENSG00000116748,615,Ohnolog,34.75,Recessive,LECA,3679,2.94048347,2.45E-06,0.34008013,0.29090909,intermittent,11,6,FALSE,538.5454546,0.75743957,50576,0.20118223,NA
271,AMPD2_HUMAN,AMPD2,AMPD2,ENSG00000116337,796,Ohnolog,38.6,Recessive,LECA,3679,2.75787719,1.48E-05,0.36259773,0.10282258,intermittent,32,5,FALSE,316.6875,0.78026535,289108,0.06188306,DNA
272,AMPD3_HUMAN,AMPD3,AMPD3,ENSG00000133805,435,Ohnolog,15.58,None,LECA,3679,3.01561545,9.00E-07,0.33160727,0.33333333,intermittent,6,6,FALSE,413,0.74804807,27086,0.2156658,NA
273,AMPH_HUMAN,AMPH,AMPH,ENSG00000078053,105,Ohnolog,40.54,None,Opisthokonta,1164,2.83706585,4.17E-05,0.35247684,0.10885341,intermittent,53,6,FALSE,141.1886793,0.77036677,556176,0.03704731,NA
274,BIN1_HUMAN,BIN1,BIN1,ENSG00000136717,105,Ohnolog,41.75,Recessive,Opisthokonta,1164,2.53337038,0.000147,0.39473107,0.07507003,intermittent,85,5,FALSE,231.9764706,0.8083287,2232978,0.02671862,Multi
275,GCST_HUMAN,AMT,AMT,ENSG00000145020,796,SSD,47.17,Recessive,LECA,1445,3.12236732,2.80E-07,0.32026981,0,intermittent,4,6,FALSE,258.75,0.73470408,4584,0.25697906,NA
276,AMY1_HUMAN,AMY1A,AMY1A,ENSG00000237763,435,SSD,82.21,None,LECA,3466,3.00600167,2.19E-05,0.33266781,0.01849218,intermittent,38,6,FALSE,64.31578947,0.74924979,393068,0.03485259,NA
277,AMY1_HUMAN,AMY1B,AMY1B,ENSG00000174876,435,SSD,85.52,None,LECA,3466,3.00600167,2.19E-05,0.33266781,0.01849218,intermittent,38,6,FALSE,64.31578947,0.74924979,393068,0.03485259,NA
278,AMY1_HUMAN,AMY1C,AMY1C,ENSG00000187733,435,SSD,85.67,None,LECA,3466,3.00600167,2.19E-05,0.33266781,0.01849218,intermittent,38,6,FALSE,64.31578947,0.74924979,393068,0.03485259,NA
279,AMYP_HUMAN,AMY2A,AMY2A,ENSG00000243480,435,SSD,80.36,None,LECA,3466,3.06412892,8.32E-06,0.32635702,0,intermittent,7,6,FALSE,269.1428571,0.74198388,106480,0.18142277,NA
280,AMY2B_HUMAN,AMY2B,AMY2B,ENSG00000240038,435,SSD,61.54,None,LECA,3466,3.27902195,0,0.30496899,0,redundant,1,6,FALSE,479,0.71512226,0,0,NA
283,ANGI_HUMAN,ANG,ANG,ENSG00000214274,311,SSD,78.17,None,Euteleostomi,4895,2.65834954,0.000208,0.37617326,0.06508366,intermittent,128,5,FALSE,189.2890625,0.79270631,4600396,0.02899271,NA
284,ANGP1_HUMAN,ANGPT1,ANGPT1,ENSG00000154188,615,SSD,1.14,None,LECA,476,2.99005279,1.53E-06,0.33444226,0.2,intermittent,5,6,FALSE,557.2,0.7512434,23988,0.20373216,NA
285,ANGP2_HUMAN,ANGPT2,ANGPT2,ENSG00000091879,615,SSD,8.36,None,LECA,476,3.01555988,3.25E-06,0.33161338,0.1047619,intermittent,15,5,FALSE,146.0666667,0.74805502,42988,0.08749001,NA
286,ANK1_HUMAN,ANK1,ANK1,ENSG00000029534,413,Ohnolog,2.07,None,Bilateria,398,2.84090025,5.51E-05,0.3520011,0.08143939,intermittent,33,6,FALSE,185.5454546,0.76988747,530888,0.0476146,NA
287,ANK2_HUMAN,ANK2,ANK2,ENSG00000145362,615,Ohnolog,24.11,Dominant,Bilateria,398,2.76604612,7.71E-05,0.36152687,0.05120773,intermittent,46,5,FALSE,196.8913044,0.77924423,836022,0.04010785,RNA
288,ANK3_HUMAN,ANK3,ANK3,ENSG00000151150,105,Ohnolog,3,None,Bilateria,398,2.71480967,0.000166,0.36834995,0.05429864,intermittent,52,5,FALSE,187.9615385,0.78564879,1600326,0.03267858,DNA
290,AMPN_HUMAN,ANPEP,ANPEP,ENSG00000166825,615,SSD,81.03,None,LECA,986,3.28591275,5.00E-08,0.30432944,0,intermittent,3,6,FALSE,169.6666667,0.71426091,588,0.34005376,NA
291,ADT1_HUMAN,SLC25A4,SLC25A4,ENSG00000151729,615,Ohnolog,25.81,Both,LECA,53,2.63111976,4.75E-05,0.38006632,0.09318996,intermittent,63,5,FALSE,357.8571429,0.79611003,1235242,0.05032967,Multi
292,ADT2_HUMAN,SLC25A5,SLC25A5,ENSG00000005022,435,Ohnolog,38.57,None,LECA,53,2.30897472,0.00116747,0.43309266,0.10433245,intermittent,261,5,FALSE,325.1915709,0.83637816,21061472,0.02640918,Multi
293,ADT3_HUMAN,SLC25A6,SLC25A6,ENSG00000169100,435,SSD,76.93,None,LECA,53,2.38571826,0.000533,0.41916098,0.07230629,intermittent,188,5,FALSE,306.8191489,0.82678522,11169392,0.02769242,Multi
301,ANXA1_HUMAN,ANXA1,ANXA1,ENSG00000135046,615,Ohnolog,18.64,None,LECA,2384,2.42823006,0.000326,0.41182259,0.13160155,intermittent,137,5,FALSE,351.080292,0.82147124,5806452,0.03372827,Multi
302,ANXA2_HUMAN,ANXA2,ANXA2,ENSG00000182718,615,SSD,5.29,None,LECA,2384,2.37666018,0.000556,0.42075851,0.11564246,intermittent,180,5,FALSE,344.6388889,0.82791748,9668394,0.03068392,Multi
304,AXA2L_HUMAN,ANXA2P2,ANXA2P2,ENSG00000231991,NA,Singleton,NA,None,Singleton,0,2.80583495,8.90E-07,0.35640015,0.2952381,intermittent,15,5,FALSE,599.1333333,0.77427063,32284,0.13118703,NA
306,ANXA3_HUMAN,ANXA3,ANXA3,ENSG00000138772,435,Ohnolog,46.52,None,LECA,2384,2.98266185,1.77E-06,0.33527099,0.06666667,intermittent,10,6,FALSE,290.6,0.75216727,27658,0.13074842,DNA
307,ANXA4_HUMAN,ANXA4,ANXA4,ENSG00000196975,615,Ohnolog,36.41,None,LECA,2384,2.81061406,4.49E-05,0.35579414,0.05882353,intermittent,17,5,FALSE,377,0.77367324,532870,0.08391563,NA
308,ANXA5_HUMAN,ANXA5,ANXA5,ENSG00000164111,615,Ohnolog,9.82,Dominant,LECA,2384,2.55070853,6.10E-05,0.39204793,0.17865219,intermittent,67,5,FALSE,340.9850746,0.80616143,1215896,0.04048337,Multi
309,ANXA6_HUMAN,ANXA6,ANXA6,ENSG00000197043,435,Ohnolog,28.78,None,LECA,2384,2.60144485,0.000101,0.38440177,0.11020408,intermittent,50,5,FALSE,329.86,0.79981939,1321850,0.04339871,Multi
310,ANXA7_HUMAN,ANXA7,ANXA7,ENSG00000138279,615,SSD,23.51,None,LECA,2384,2.47502084,0.000389,0.404037,0.04509804,intermittent,136,5,FALSE,212.5514706,0.8156224,5261506,0.02224598,DNA
311,ANX11_HUMAN,ANXA11,ANXA11,ENSG00000122359,615,Ohnolog,55.15,None,LECA,2384,2.78093915,1.81E-05,0.35959075,0.0968661,intermittent,27,5,FALSE,341.9259259,0.77738261,337868,0.07088652,DNA
312,ANX13_HUMAN,ANXA13,ANXA13,ENSG00000104537,615,SSD,34.14,None,LECA,2384,3.11419839,8.30E-07,0.32110992,0.05555556,intermittent,9,6,FALSE,117.4444444,0.7357252,9922,0.12139062,NA
313,AOAH_HUMAN,AOAH,AOAH,ENSG00000136250,311,Singleton,60.58,None,Singleton,0,3.62895249,0,0.27556161,0,redundant,1,6,FALSE,103,0.67138094,0,0,NA
314,AOC2_HUMAN,AOC2,AOC2,ENSG00000131480,435,SSD,31.75,None,Gnathostomata,18,3.12258961,1.34E-06,0.32024701,0,intermittent,5,6,FALSE,332.2,0.7346763,17872,0.24104803,NA
316,"ADO_HUMAN,AOXA_HUMAN",AOX1,AOX1,ENSG00000138356,796,SSD,63.27,None,Chordata,6063,3.17493748,1.88E-05,0.31496683,0,intermittent,11,6,FALSE,62.72727273,0.72813281,214872,0.09876364,NA
317,APAF_HUMAN,APAF1,APAF1,ENSG00000120868,615,Singleton,3.12,None,Singleton,0,2.80444568,4.56E-05,0.35657671,0.06606607,intermittent,37,5,FALSE,200.6216216,0.77444429,536724,0.0447373,NA
318,AP4A_HUMAN,NUDT2,NUDT2,ENSG00000164978,796,Singleton,29.93,None,Singleton,0,3.00494582,2.00E-08,0.3327847,0,intermittent,2,6,FALSE,1366,0.74938177,1154,0.51181102,NA
319,APOF_HUMAN,APOF,APOF,ENSG00000175336,311,Singleton,75.04,None,Singleton,0,3.54548486,1.90E-07,0.28204887,0.33333333,intermittent,3,6,FALSE,41.33333333,0.68181439,1266,0.36607143,NA
320,APBA1_HUMAN,APBA1,APBA1,ENSG00000107282,615,Ohnolog,15.79,None,LECA,241,2.85390386,4.32E-05,0.35039723,0.13230769,intermittent,26,5,FALSE,191.6538462,0.76826202,326322,0.04660501,NA
321,APBA2_HUMAN,APBA2,APBA2,ENSG00000034053,413,Ohnolog,58.98,None,LECA,241,2.77910531,3.47E-05,0.35982803,0.0530303,intermittent,33,6,FALSE,205.030303,0.77761184,333998,0.04187745,NA
322,APBB1_HUMAN,APBB1,APBB1,ENSG00000166313,796,Ohnolog,4.04,None,LECA,3351,2.5957766,0.000126,0.38524116,0.06980241,intermittent,97,6,FALSE,202.9484536,0.80052792,1714140,0.02674377,NA
323,APBB2_HUMAN,APBB2,APBB2,ENSG00000163697,796,Ohnolog,20.7,None,LECA,3351,2.6710753,8.21E-05,0.37438106,0.07226891,intermittent,35,5,FALSE,279.2,0.79111559,731092,0.04270838,NA
324,APC_HUMAN,APC,APC,ENSG00000134982,615,Ohnolog,2.19,None,LECA,3546,2.47768825,0.000709,0.40360203,0.04159965,intermittent,215,5,FALSE,157.0976744,0.81528897,9109000,0.01666638,NA
325,SAMP_HUMAN,APCS,APCS,ENSG00000132703,413,SSD,85.65,Unknown,Chordata,2660,2.95165324,7.96E-06,0.33879318,0.10294118,intermittent,17,6,FALSE,188.0588235,0.75604335,91382,0.07726943,NA
326,AIRE_HUMAN,AIRE,AIRE,ENSG00000160224,311,Ohnolog,83.92,None,LECA,302,2.61706029,0.000132,0.38210812,0.13706564,intermittent,112,6,FALSE,271.9464286,0.79786746,2404102,0.03758593,NA
327,ACPH_HUMAN,APEH,APEH,ENSG00000164062,796,SSD,6.88,None,LECA,1043,2.7657127,1.72E-05,0.36157046,0.16073969,intermittent,38,5,FALSE,272.631579,0.77928591,324832,0.05378478,DNA
328,APEX1_HUMAN,APEX1,APEX1,ENSG00000100823,796,SSD,6.94,None,LECA,1952,2.41644901,0.000266,0.41383037,0.16260467,intermittent,127,5,FALSE,363.1811024,0.82294387,4471082,0.03421272,Multi
329,BIRC2_HUMAN,BIRC2,BIRC2,ENSG00000110330,615,SSD,12.93,None,LECA,358,2.55454293,0.000498,0.39145946,0.06897145,intermittent,153,5,FALSE,157.751634,0.80568213,6059566,0.01909029,RNA
330,BIRC3_HUMAN,BIRC3,BIRC3,ENSG00000023445,615,SSD,51.61,None,LECA,358,2.67602112,6.02E-05,0.37368913,0.13764045,intermittent,89,5,FALSE,185.6179775,0.79049736,1015196,0.02934316,NA
331,XIAP_HUMAN,XIAP,XIAP,ENSG00000101966,413,Ohnolog,3.36,None,LECA,358,2.51675465,0.000397,0.3973371,0.06821107,intermittent,148,5,FALSE,175.4594595,0.81040567,5301754,0.01978182,DNA
332,BIRC5_HUMAN,BIRC5,BIRC5,ENSG00000089685,615,SSD,2.64,None,LECA,358,2.69863851,6.32E-05,0.37055723,0.11422528,intermittent,62,5,FALSE,210.7258065,0.78767019,865684,0.03503477,DNA
333,APLP1_HUMAN,APLP1,APLP1,ENSG00000105290,435,Ohnolog,45.02,None,Vertebrata,1352,2.75215338,6.45E-05,0.36335184,0.09585038,intermittent,59,5,FALSE,154.7118644,0.78098083,763978,0.03034686,NA
334,APLP2_HUMAN,APLP2,APLP2,ENSG00000084234,435,Ohnolog,27.89,None,Vertebrata,1352,2.56637955,4.88E-05,0.38965398,0.1,intermittent,45,5,FALSE,355.7777778,0.80420256,845890,0.0433397,Multi
