Gene_id,Gene_Name,Ortho_Age,Paralog_status,Haplosufficiency_Rank,PPI_connectivity,Disease_Association,Family_Root,Family_ID,node_type,virus_class,pet_vip,Introgressed_Status,POP
ENSG00000010165,EEF1AKNMT,796,SSD,NA,550,Both,LECA,210,redundant,1,Not,HSS,HSS
ENSG00000010219,DYRK4,796,SSD,57.07,1518,Unknown,LECA,211,redundant,4,Not,HSS,HSS
ENSG00000010244,ZNF207,796,Singleton,7.62,1322,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000010256,UQCRC1,435,Ohnolog,35.57,2346,Unknown,LECA,212,redundant,4,VIP,HSS,HSS
ENSG00000010270,STARD3NL,435,Ohnolog,23.49,246,Unknown,LECA,213,intermittent,4,Not,HSS,HSS
ENSG00000010278,CD9,615,Ohnolog,23.69,1994,Unknown,Bilateria,1,redundant,4,VIP,HSS,HSS
ENSG00000010282,HHATL,615,Ohnolog,49.27,1902,Unknown,Bilateria,215,redundant,4,Not,HSS,HSS
ENSG00000010292,NCAPD2,796,SSD,35.32,1810,Recessive,LECA,216,intermittent,4,VIP,HSS,HSS
ENSG00000010295,IFFO1,435,SSD,50.74,222,Unknown,Gnathostomata,217,intermittent,4,Not,HSS,HSS
ENSG00000010310,GIPR,158,Ohnolog,40.88,968,None,LECA,57,redundant,4,Not,HSS,HSS
ENSG00000010318,PHF7,176,SSD,43.66,3044,None,LECA,219,redundant,2,Not,HSS,HSS
ENSG00000010319,SEMA3G,615,SSD,68.59,910,None,LECA,11,redundant,4,Not,HSS,HSS
ENSG00000010322,NISCH,435,SSD,43.38,1228,Unknown,Bilateria,221,redundant,2,VIP,HSS,HSS
ENSG00000010327,STAB1,105,SSD,62.04,1394,None,LECA,222,intermittent,3,Not,HSS,HSS
ENSG00000010361,FUZ,311,Singleton,60.48,610,Dominant,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000010379,SLC6A13,158,Ohnolog,22.87,1274,Unknown,Bilateria,223,redundant,1,Not,HSS,HSS
ENSG00000010404,IDS,796,SSD,14.02,602,Recessive,Bilateria,134,redundant,4,Not,HSS,HSS
ENSG00000010438,PRSS3,73,Ohnolog,81.43,1232,Unknown,LECA,225,redundant,1,Not,HSS,HSS
ENSG00000010539,ZNF200,158,SSD,53.67,416,Unknown,LECA,226,redundant,4,Not,HSS,HSS
ENSG00000010610,CD4,105,Singleton,2.81,3274,Unknown,Singleton,0,critical,2,VIP,HSS,HSS
ENSG00000010626,LRRC23,615,SSD,58.71,1196,None,LECA,227,redundant,4,Not,Intermediate,HSS
ENSG00000010671,BTK,615,Ohnolog,4.3,4168,Recessive,LECA,5,redundant,4,VIP,HSS,HSS
ENSG00000010704,HFE,158,SSD,74.41,3798,None,Gnathostomata,229,redundant,2,Not,HSS,HSS
ENSG00000010803,SCMH1,615,Ohnolog,17.87,872,Unknown,Bilateria,230,critical,4,Not,HSS,HSS
ENSG00000010810,FYN,615,Ohnolog,0.92,4760,Unknown,LECA,5,redundant,2,VIP,HSS,HSS
ENSG00000010818,HIVEP2,615,Ohnolog,13.96,1056,Dominant,LECA,232,redundant,2,VIP,HSS,HSS
ENSG00000010932,FMO1,311,SSD,60.49,736,Unknown,Bilateria,166,redundant,4,Not,HSS,HSS
ENSG00000011007,ELOA,615,SSD,NA,972,Unknown,Eutheria,234,intermittent,4,VIP,HSS,HSS
ENSG00000011009,LYPLA2,435,Ohnolog,30.28,1154,Unknown,Opisthokonta,235,intermittent,4,Not,HSS,HSS
ENSG00000011021,CLCN6,435,SSD,33.73,788,Unknown,LECA,236,redundant,4,Not,HSS,HSS
ENSG00000011028,AC080038,615,Ohnolog,NA,844,Unknown,Vertebrata,237,redundant,2,VIP,HSS,HSS
ENSG00000011105,TSPAN9,435,Ohnolog,30.9,824,Unknown,Bilateria,1,redundant,3,Not,HSS,HSS
ENSG00000011114,BTBD7,796,Singleton,29.68,472,Unknown,Singleton,0,intermittent,4,Not,HSS,HSS
ENSG00000011132,AC005954,435,Ohnolog,NA,638,Unknown,LECA,241,intermittent,3,Not,HSS,HSS
ENSG00000011143,MKS1,615,SSD,34.89,714,Recessive,LECA,242,redundant,2,Not,HSS,HSS
ENSG00000011198,ABHD5,796,SSD,36.17,1144,Recessive,LECA,243,redundant,4,Not,HSS,HSS
ENSG00000011201,ANOS1,105,Singleton,60.51,796,Recessive,Singleton,0,intermittent,3,Not,HSS,HSS
ENSG00000011243,AKAP8L,413,SSD,44.33,440,Unknown,Gnathostomata,244,critical,2,VIP,HSS,HSS
ENSG00000011258,MBTD1,615,SSD,5.67,808,None,Bilateria,230,redundant,3,Not,HSS,HSS
ENSG00000011260,UTP18,435,Singleton,28.21,2166,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000011275,RNF216,105,SSD,36.49,698,Recessive,Bilateria,246,critical,4,VIP,HSS,HSS
ENSG00000011295,TTC19,615,Singleton,51.14,1418,Recessive,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000011304,PTBP1,796,Ohnolog,31.13,3140,Unknown,LECA,247,redundant,3,VIP,HSS,HSS
ENSG00000011332,DPF1,615,Ohnolog,56.28,600,Unknown,LECA,248,intermittent,4,Not,HSS,HSS
ENSG00000011347,SYT7,796,SSD,29.84,1498,Unknown,LECA,249,redundant,2,Not,HSS,HSS
ENSG00000011376,LARS2,796,SSD,52.81,0,Recessive,LECA,250,intermittent,1,Not,HSS,HSS
ENSG00000011405,PIK3C2A,615,Ohnolog,6.4,4116,Recessive,LECA,251,intermittent,4,Not,HSS,HSS
ENSG00000011422,PLAUR,96,SSD,70.48,2070,Unknown,Amniota,252,redundant,4,Not,HSS,HSS
ENSG00000011426,ANLN,615,SSD,39.04,1868,Dominant,Bilateria,253,redundant,4,Not,HSS,HSS
ENSG00000011451,WIZ,435,SSD,46.57,920,None,LECA,254,redundant,1,Not,HSS,HSS
ENSG00000011454,RABGAP1,615,Ohnolog,13.04,1384,Unknown,LECA,255,redundant,4,VIP,HSS,HSS
ENSG00000011465,DCN,615,SSD,2.89,2646,Dominant,LECA,256,redundant,4,Not,HSS,HSS
ENSG00000011478,QPCTL,796,Ohnolog,60.01,568,None,LECA,257,intermittent,4,VIP,HSS,HSS
ENSG00000011485,PPP5C,796,SSD,36.6,4300,Unknown,LECA,258,intermittent,1,Not,HSS,HSS
ENSG00000011523,CEP68,311,SSD,83.58,224,Unknown,LECA,259,redundant,2,Not,HSS,HSS
ENSG00000011566,MAP4K3,796,Ohnolog,13.46,958,Unknown,LECA,104,redundant,4,Not,HSS,HSS
ENSG00000011590,ZBTB32,105,SSD,41.44,836,Unknown,LECA,261,redundant,4,Not,HSS,HSS
ENSG00000011600,TYROBP,158,Singleton,59.61,2110,Recessive,Singleton,0,redundant,3,Not,HSS,HSS
ENSG00000011638,TMEM159,435,Singleton,69.29,86,Unknown,Singleton,0,intermittent,4,VIP,HSS,HSS
ENSG00000011677,GABRA3,435,Ohnolog,28.22,1338,Unknown,Bilateria,262,redundant,1,Not,HSS,HSS
ENSG00000012048,BRCA1,311,Singleton,1.2,5648,Both,Singleton,0,intermittent,4,VIP,HSS,HSS
ENSG00000012061,ERCC1,796,Singleton,39.74,1772,Recessive,Singleton,0,critical,4,Not,HSS,HSS
ENSG00000012124,CD22,311,SSD,95.85,1788,Unknown,Gnathostomata,263,redundant,4,Not,HSS,HSS
ENSG00000012171,SEMA3B,615,SSD,NA,1112,Unknown,LECA,11,redundant,4,Not,Strict,ASN
ENSG00000012174,MBTPS2,796,Singleton,17.54,1540,Recessive,Singleton,0,redundant,3,Not,HSS,HSS
ENSG00000012211,PRICKLE3,796,Ohnolog,68.68,1200,Unknown,LECA,265,redundant,4,Not,HSS,HSS
ENSG00000012223,LTF,615,Ohnolog,82.21,1394,Unknown,Bilateria,266,intermittent,3,VIP,HSS,HSS
ENSG00000012232,EXTL3,796,SSD,7.06,600,Recessive,LECA,267,redundant,4,Not,HSS,HSS
ENSG00000012504,NR1H4,615,Ohnolog,11.88,2168,Recessive,Bilateria,268,redundant,4,VIP,HSS,HSS
ENSG00000012660,ELOVL5,615,SSD,33.49,1448,Dominant,LECA,269,redundant,4,Not,HSS,HSS
ENSG00000012779,ALOX5,311,Ohnolog,28.83,1906,Dominant,LECA,270,critical,4,Not,HSS,HSS
ENSG00000012817,KDM5D,96,SSD,89.81,0,Unknown,LECA,172,redundant,2,Not,HSS,HSS
ENSG00000012822,CALCOCO1,435,Ohnolog,30.99,458,None,LECA,272,redundant,4,Not,Intermediate,HSS
ENSG00000012963,UBR7,796,SSD,22.55,582,Unknown,Eutheria,273,redundant,4,Not,HSS,HSS
ENSG00000012983,MAP4K5,435,Ohnolog,21.54,650,Unknown,LECA,104,redundant,4,Not,HSS,HSS
ENSG00000013016,EHD3,615,SSD,32.13,1278,Unknown,LECA,275,critical,4,Not,HSS,HSS
ENSG00000013275,PSMC4,796,SSD,19.28,3036,Unknown,LECA,276,redundant,3,VIP,HSS,HSS
ENSG00000013288,MAN2B2,351,SSD,83.66,614,None,LECA,277,redundant,4,Not,HSS,HSS
ENSG00000013293,SLC7A14,796,SSD,25.72,1362,Recessive,Opisthokonta,34,critical,4,Not,HSS,HSS
ENSG00000013297,CLDN11,435,SSD,8.67,1066,Unknown,Chordata,279,redundant,4,Not,HSS,HSS
ENSG00000013306,SLC25A39,351,Ohnolog,58.15,540,Unknown,LECA,53,intermittent,3,Not,HSS,HSS
ENSG00000013364,MVP,615,Singleton,33.29,846,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000013374,NUB1,796,Singleton,55.36,790,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000013375,PGM3,796,SSD,45.16,1888,Recessive,Opisthokonta,281,redundant,2,Not,HSS,HSS
ENSG00000013392,RWDD2A,796,SSD,60.5,502,None,Gnathostomata,282,redundant,4,Not,HSS,HSS
ENSG00000013441,CLK1,435,SSD,21.3,1630,Unknown,LECA,211,redundant,4,Not,HSS,HSS
ENSG00000013503,POLR3B,796,SSD,10.15,3490,Recessive,LECA,284,redundant,3,Not,HSS,HSS
ENSG00000013523,ANGEL1,615,Ohnolog,32.41,602,None,LECA,285,redundant,3,VIP,HSS,HSS
ENSG00000013561,RNF14,796,SSD,13.99,1366,Unknown,LECA,13,intermittent,3,Not,HSS,HSS
ENSG00000013563,DNASE1L1,435,SSD,79.28,630,Unknown,Vertebrata,287,redundant,4,Not,HSS,HSS
ENSG00000013573,DDX11,796,SSD,79.21,1756,Recessive,LECA,288,redundant,2,VIP,Strict,ASN
ENSG00000013583,HEBP1,435,SSD,60.04,766,Unknown,Chordata,289,intermittent,1,VIP,HSS,HSS
ENSG00000013588,GPRC5A,615,SSD,78.24,766,Unknown,Vertebrata,290,redundant,3,Not,HSS,HSS
ENSG00000013619,MAMLD1,435,Singleton,71.77,628,Recessive,Singleton,0,redundant,3,Not,HSS,HSS
ENSG00000013725,CD6,311,SSD,83.59,1030,Unknown,LECA,291,intermittent,3,Not,HSS,HSS
ENSG00000013810,TACC3,351,Ohnolog,92.5,1546,Unknown,Vertebrata,292,redundant,4,VIP,HSS,HSS
ENSG00000014123,UFL1,796,Singleton,24.43,1114,Unknown,Singleton,0,redundant,3,VIP,HSS,HSS
ENSG00000014138,POLA2,796,SSD,49.17,1648,None,Homininae,293,critical,4,Not,HSS,HSS
ENSG00000014164,ZC3H3,435,SSD,86.46,1392,None,Opisthokonta,294,redundant,1,Not,HSS,HSS
ENSG00000014216,CAPN1,615,SSD,31.37,2148,Recessive,LECA,295,redundant,4,VIP,HSS,HSS
ENSG00000014257,ACPP,311,SSD,29.85,974,Unknown,LECA,296,intermittent,4,Not,HSS,HSS
ENSG00000014641,MDH1,796,Ohnolog,5.43,2646,Unknown,LECA,297,critical,3,Not,HSS,HSS
ENSG00000014824,SLC30A9,796,Singleton,16.11,1296,Recessive,Singleton,0,redundant,3,VIP,HSS,HSS
ENSG00000014914,MTMR11,435,Ohnolog,38.92,258,None,LECA,33,intermittent,4,Not,HSS,HSS
ENSG00000014919,COX15,796,SSD,39.87,1178,Recessive,LECA,299,redundant,2,VIP,HSS,HSS
ENSG00000015133,CCDC88C,615,Ohnolog,61.96,658,Both,LECA,300,redundant,4,VIP,HSS,HSS
ENSG00000015153,YAF2,413,Ohnolog,22.26,730,Unknown,Bilateria,301,redundant,4,Not,HSS,HSS
ENSG00000015171,ZMYND11,615,SSD,16.99,806,Dominant,LECA,302,redundant,4,VIP,HSS,HSS
ENSG00000015285,WAS,435,Ohnolog,37.38,3234,Recessive,LECA,303,redundant,1,Not,HSS,HSS
ENSG00000015413,DPEP1,615,SSD,77.2,902,Unknown,Bilateria,304,intermittent,4,Not,Strict,ASN
ENSG00000015475,BID,96,Singleton,88.62,502,Unknown,Singleton,0,redundant,2,VIP,HSS,HSS
ENSG00000015479,MATR3,413,SSD,3.66,0,Dominant,LECA,305,redundant,3,VIP,HSS,HSS
ENSG00000015520,NPC1L1,615,SSD,70.7,1112,None,LECA,306,redundant,4,VIP,HSS,HSS
ENSG00000015532,XYLT2,615,Ohnolog,51.33,502,Recessive,LECA,307,redundant,4,Not,HSS,HSS
ENSG00000015592,STMN4,615,SSD,36.46,2680,None,Chordata,309,redundant,4,Not,HSS,HSS
ENSG00000015676,NUDCD3,796,SSD,56.09,624,Unknown,Bilateria,310,intermittent,1,Not,HSS,HSS
ENSG00000016082,ISL1,413,Ohnolog,0.45,2824,Unknown,Bilateria,311,redundant,3,Not,HSS,HSS
ENSG00000016391,CHDH,796,Singleton,73.66,1018,None,Singleton,0,redundant,2,Not,HSS,HSS
ENSG00000016402,IL20RA,311,SSD,80.44,636,Unknown,Vertebrata,312,redundant,2,Not,HSS,HSS
ENSG00000016490,CLCA1,615,SSD,63.86,1016,Unknown,Chordata,313,redundant,4,Not,HSS,HSS
ENSG00000016864,GLT8D1,435,SSD,32.62,336,Unknown,LECA,315,redundant,4,Not,HSS,HSS
ENSG00000017260,ATP2C1,615,Ohnolog,10.83,2110,Dominant,LECA,316,redundant,4,VIP,HSS,HSS
ENSG00000017427,IGF1,435,SSD,0.1,6408,Recessive,Vertebrata,317,intermittent,4,Not,Strict,ASN
ENSG00000017483,SLC38A5,615,Ohnolog,59.25,1034,Unknown,LECA,318,redundant,2,Not,HSS,HSS
ENSG00000017797,RALBP1,615,Singleton,36.16,810,Unknown,Singleton,0,critical,3,Not,HSS,HSS
ENSG00000018189,RUFY3,105,Ohnolog,19.93,544,Unknown,LECA,319,redundant,4,VIP,HSS,HSS
ENSG00000018236,CNTN1,615,Ohnolog,22.29,2572,Recessive,LECA,320,redundant,4,Not,HSS,HSS
ENSG00000018408,WWTR1,435,Ohnolog,9.85,2076,Unknown,LECA,322,redundant,4,VIP,HSS,HSS
ENSG00000018510,AGPS,796,SSD,5.44,1134,Recessive,Opisthokonta,323,intermittent,4,VIP,HSS,HSS
ENSG00000018610,CXorf56,796,Singleton,NA,868,Unknown,Singleton,0,redundant,2,VIP,HSS,HSS
ENSG00000018625,ATP1A2,413,Ohnolog,25.47,3036,Dominant,LECA,316,critical,3,VIP,HSS,HSS
ENSG00000018699,TTC27,796,Singleton,35.89,1336,None,Singleton,0,intermittent,4,Not,HSS,HSS
ENSG00000018869,ZNF582,105,SSD,97.02,404,Unknown,LECA,325,redundant,4,Not,HSS,HSS
ENSG00000019102,VSIG2,435,SSD,59.53,372,Unknown,Chordata,326,redundant,3,Not,HSS,HSS
ENSG00000019144,PHLDB1,615,Ohnolog,34.29,390,Unknown,Bilateria,327,redundant,2,Not,HSS,HSS
ENSG00000019169,MARCO,435,Ohnolog,84.11,1010,Unknown,LECA,328,intermittent,4,VIP,HSS,HSS
ENSG00000019186,CYP24A1,435,Ohnolog,56.17,1236,Recessive,LECA,329,redundant,4,Not,HSS,HSS
ENSG00000019505,SYT13,615,Ohnolog,50.65,1416,Unknown,LECA,249,redundant,2,Not,HSS,HSS
ENSG00000019549,SNAI2,435,Ohnolog,5.15,3204,Both,LECA,261,redundant,3,Not,HSS,HSS
ENSG00000019582,CD74,435,Singleton,50.67,2406,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000019991,HGF,615,Ohnolog,0.6,3032,Recessive,LECA,333,redundant,4,Not,HSS,HSS
ENSG00000019995,ZRANB1,796,Singleton,27.85,728,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000020129,NCDN,796,Singleton,29.42,952,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000020181,ADGRA2,615,Ohnolog,41.81,1570,Unknown,LECA,57,redundant,4,VIP,HSS,HSS
ENSG00000020256,ZFP64,615,SSD,36.35,806,Unknown,LECA,335,redundant,2,Not,HSS,HSS
ENSG00000020426,MNAT1,796,Singleton,5.75,1490,Unknown,Singleton,0,intermittent,4,VIP,HSS,HSS
ENSG00000020577,SAMD4A,413,Ohnolog,9.41,1034,Unknown,Opisthokonta,336,intermittent,4,Not,HSS,HSS
ENSG00000020633,RUNX3,615,Ohnolog,9.86,2518,Unknown,Bilateria,337,redundant,4,Not,HSS,HSS
ENSG00000020922,MRE11,796,Singleton,NA,2268,Recessive,Singleton,0,intermittent,4,VIP,HSS,HSS
ENSG00000021300,PLEKHB1,615,Ohnolog,48.42,1062,Unknown,Gnathostomata,338,redundant,3,Not,HSS,HSS
ENSG00000021355,SERPINB1,615,Ohnolog,35.07,1270,Unknown,LECA,339,intermittent,3,VIP,HSS,HSS
ENSG00000021488,SLC7A9,615,SSD,61.03,836,Both,Opisthokonta,34,redundant,4,Not,HSS,HSS
ENSG00000021574,SPAST,796,SSD,9.51,2804,Dominant,LECA,342,redundant,2,Not,HSS,HSS
ENSG00000021645,NRXN3,158,Ohnolog,0.35,2304,Unknown,LECA,343,redundant,3,Not,HSS,HSS
ENSG00000021762,OSBPL5,796,Ohnolog,75.98,970,Unknown,LECA,101,intermittent,4,Not,HSS,HSS
ENSG00000021776,AQR,796,SSD,41.59,1784,Unknown,LECA,60,intermittent,4,VIP,HSS,HSS
ENSG00000021826,CPS1,435,SSD,5.16,2266,Recessive,Opisthokonta,346,redundant,4,VIP,HSS,HSS
ENSG00000021852,C8B,435,Ohnolog,68.29,1180,Recessive,LECA,6,intermittent,4,Not,HSS,HSS
ENSG00000022267,FHL1,435,Ohnolog,13.08,1526,Both,LECA,348,redundant,4,VIP,HSS,HSS
ENSG00000022277,RTF2,796,Singleton,NA,558,None,Singleton,0,redundant,3,Not,HSS,HSS
ENSG00000022355,GABRA1,435,Ohnolog,9.56,2452,Dominant,Bilateria,262,redundant,2,Not,HSS,HSS
ENSG00000022556,NLRP2,96,SSD,95.49,654,Unknown,LECA,350,redundant,4,Not,HSS,HSS
ENSG00000022567,SLC45A4,615,Ohnolog,61.88,446,None,Chordata,351,redundant,4,Not,HSS,HSS
ENSG00000022840,RNF10,796,Singleton,15.46,954,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000022976,ZNF839,413,Singleton,97.78,26,None,Singleton,0,redundant,2,Not,HSS,HSS
ENSG00000023041,ZDHHC6,796,SSD,24.11,398,None,LECA,352,redundant,4,Not,HSS,HSS
ENSG00000023171,GRAMD1B,615,Ohnolog,30.05,486,None,LECA,353,redundant,4,Not,HSS,HSS
ENSG00000023191,RNH1,311,SSD,71.64,1050,Unknown,LECA,354,intermittent,1,VIP,HSS,HSS
ENSG00000023228,NDUFS1,615,SSD,19.65,2046,Recessive,LECA,355,intermittent,1,VIP,HSS,HSS
ENSG00000023287,RB1CC1,615,Singleton,10.33,1660,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000023318,ERP44,796,SSD,8.7,1626,Unknown,LECA,356,redundant,4,VIP,HSS,HSS
ENSG00000023330,ALAS1,615,Ohnolog,42.48,1654,Unknown,LECA,357,redundant,4,Not,HSS,HSS
ENSG00000023445,BIRC3,615,SSD,51.61,2428,Unknown,LECA,358,intermittent,2,VIP,HSS,HSS
ENSG00000023516,AKAP11,435,SSD,52.94,654,Unknown,Gnathostomata,359,redundant,4,VIP,HSS,HSS
ENSG00000023572,GLRX2,796,SSD,66.78,1284,Unknown,LECA,360,redundant,4,Not,HSS,HSS
ENSG00000023608,SNAPC1,615,Singleton,41.64,556,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000023697,DERA,796,Singleton,17.66,1316,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000023734,STRAP,796,Singleton,15.56,1506,Unknown,Singleton,0,intermittent,4,VIP,HSS,HSS
ENSG00000023839,ABCC2,176,Ohnolog,38.2,0,Recessive,LECA,12,redundant,4,Not,HSS,HSS
ENSG00000023892,DEF6,351,SSD,31.02,530,Unknown,LECA,362,redundant,4,Not,HSS,HSS
ENSG00000023902,PLEKHO1,435,Ohnolog,47.02,528,Unknown,LECA,363,redundant,4,VIP,HSS,HSS
ENSG00000023909,GCLM,796,Singleton,28.3,1042,Unknown,Singleton,0,intermittent,4,Not,HSS,HSS
ENSG00000024048,UBR2,796,Ohnolog,23.87,2634,Unknown,Bilateria,364,critical,3,VIP,HSS,HSS
ENSG00000024422,EHD2,435,Ohnolog,57.85,1140,Unknown,LECA,275,redundant,2,VIP,HSS,HSS
ENSG00000024526,DEPDC1,435,Ohnolog,23.97,954,Unknown,LECA,366,redundant,1,Not,HSS,HSS
ENSG00000024862,CCDC28A,615,SSD,63.83,260,Unknown,Gnathostomata,367,redundant,4,Not,HSS,HSS
ENSG00000025039,RRAGD,796,Ohnolog,24.06,1108,Unknown,LECA,368,redundant,2,Not,HSS,HSS
ENSG00000025156,HSF2,435,Ohnolog,25.98,1576,Unknown,LECA,369,intermittent,4,Not,HSS,HSS
ENSG00000025293,PHF20,435,Ohnolog,18.87,1918,Unknown,Bilateria,370,redundant,4,Not,HSS,HSS
ENSG00000025423,HSD17B6,311,SSD,13.11,1580,Unknown,LECA,371,critical,4,Not,HSS,HSS
ENSG00000025434,NR1H3,435,Ohnolog,43.45,1616,Unknown,Bilateria,268,redundant,4,VIP,HSS,HSS
ENSG00000025708,TYMP,615,Singleton,67.24,1680,Recessive,Singleton,0,redundant,1,Not,HSS,HSS
ENSG00000025770,NCAPH2,615,Singleton,74.92,862,Unknown,Singleton,0,intermittent,1,Not,HSS,HSS
ENSG00000025772,TOMM34,435,Ohnolog,50.67,1760,Unknown,LECA,70,redundant,4,Not,HSS,HSS
ENSG00000025796,SEC63,615,Singleton,8.89,1770,Dominant,Singleton,0,redundant,1,VIP,HSS,HSS
ENSG00000025800,KPNA6,796,Ohnolog,18.78,1924,Unknown,LECA,374,intermittent,4,VIP,HSS,HSS
ENSG00000026025,VIM,435,Ohnolog,0.41,3278,Dominant,LECA,103,redundant,4,VIP,HSS,HSS
ENSG00000026103,FAS,435,SSD,93.15,2952,Dominant,Chordata,377,redundant,4,VIP,HSS,HSS
ENSG00000026297,RNASET2,615,SSD,88.28,1024,Recessive,LECA,378,redundant,4,Not,HSS,HSS
ENSG00000026508,CD44,311,SSD,0.82,5390,None,LECA,379,intermittent,4,VIP,HSS,HSS
ENSG00000026559,KCNG1,435,SSD,29.63,1650,Unknown,LECA,380,redundant,4,Not,HSS,HSS
ENSG00000026652,AGPAT4,435,Ohnolog,61.98,888,Unknown,LECA,381,redundant,4,Not,HSS,HSS
ENSG00000026751,SLAMF7,105,SSD,95.73,1058,Unknown,Gnathostomata,382,redundant,4,Not,HSS,HSS
ENSG00000026950,BTN3A1,96,SSD,97.54,426,Unknown,LECA,383,redundant,4,Not,HSS,HSS
ENSG00000027001,MIPEP,796,SSD,57.15,1036,Recessive,LECA,384,intermittent,4,Not,Strict,ASN
ENSG00000027075,PRKCH,435,Ohnolog,9.05,2454,Unknown,LECA,385,intermittent,4,VIP,HSS,HSS
ENSG00000027644,INSRR,413,SSD,37.34,2886,Unknown,LECA,386,redundant,4,Not,HSS,HSS
ENSG00000027697,IFNGR1,311,SSD,86.17,1462,Both,Vertebrata,312,redundant,3,VIP,HSS,HSS
ENSG00000027847,B4GALT7,796,SSD,41.46,782,Recessive,Bilateria,388,intermittent,4,Not,HSS,HSS
ENSG00000027869,SH2D2A,311,Ohnolog,79.45,412,Unknown,LECA,389,intermittent,4,Not,HSS,HSS
ENSG00000028116,VRK2,435,Ohnolog,19.11,1578,Unknown,LECA,390,redundant,4,VIP,HSS,HSS
ENSG00000028137,TNFRSF1B,413,SSD,79,2650,Unknown,Chordata,377,redundant,1,Not,HSS,HSS
ENSG00000028203,VEZT,413,Singleton,32.61,680,None,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000028277,POU2F2,435,Ohnolog,29.23,1114,Unknown,LECA,392,redundant,4,VIP,HSS,HSS
ENSG00000028310,BRD9,615,Ohnolog,69.01,740,Unknown,LECA,393,intermittent,4,Not,HSS,HSS
ENSG00000028528,SNX1,615,Ohnolog,20.1,1596,Unknown,LECA,22,redundant,1,Not,HSS,HSS
ENSG00000028839,TBPL1,615,SSD,4.15,2482,None,LECA,395,redundant,4,Not,HSS,HSS
ENSG00000029153,ARNTL2,435,SSD,77.48,688,Unknown,Bilateria,396,redundant,4,Not,HSS,HSS
ENSG00000029363,BCLAF1,435,SSD,4.44,1804,Unknown,Gnathostomata,397,redundant,4,VIP,HSS,HSS
ENSG00000029364,SLC39A9,796,Singleton,22.72,450,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000029534,ANK1,413,Ohnolog,2.07,3618,Both,Bilateria,398,redundant,4,Not,HSS,HSS
ENSG00000029639,TFB1M,796,SSD,53.75,2306,Unknown,LECA,399,redundant,4,VIP,HSS,HSS
ENSG00000029725,RABEP1,615,SSD,18.05,1474,Unknown,LECA,400,redundant,4,Not,HSS,HSS
ENSG00000029993,HMGB3,796,Ohnolog,36.49,1990,Unknown,LECA,401,redundant,1,Not,HSS,HSS
ENSG00000030066,NUP160,615,Singleton,16.52,1322,Recessive,Singleton,0,redundant,1,VIP,HSS,HSS
ENSG00000030110,BAK1,615,SSD,59.13,1894,Unknown,Bilateria,402,redundant,4,VIP,Intermediate,HSS
ENSG00000030304,MUSK,796,SSD,6.69,2652,Recessive,LECA,386,intermittent,4,Not,Intermediate,HSS
ENSG00000030419,IKZF2,435,Ohnolog,3.13,892,Unknown,LECA,404,redundant,2,Not,HSS,HSS
ENSG00000030582,GRN,435,Singleton,64.61,1724,Both,Singleton,0,intermittent,4,VIP,HSS,HSS
ENSG00000031003,FAM13B,435,Ohnolog,2.92,356,Unknown,LECA,405,intermittent,4,Not,HSS,HSS
ENSG00000031081,ARHGAP31,435,SSD,37.14,550,Dominant,LECA,46,redundant,4,Not,HSS,HSS
ENSG00000031691,CENPQ,311,Singleton,65.29,652,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000031698,SARS,796,SSD,8.51,1842,Recessive,Opisthokonta,407,redundant,4,VIP,HSS,HSS
ENSG00000031823,RANBP3,615,Ohnolog,62.32,714,Unknown,LECA,308,intermittent,2,Not,HSS,HSS
ENSG00000032219,ARID4A,615,Ohnolog,25.26,2078,Unknown,LECA,409,redundant,4,Not,HSS,HSS
ENSG00000032389,EIPR1,796,Singleton,NA,650,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000032444,PNPLA6,43,Ohnolog,32.35,2010,Recessive,Opisthokonta,410,redundant,4,VIP,HSS,HSS
ENSG00000032742,IFT88,796,SSD,13.3,2676,Unknown,LECA,411,intermittent,4,VIP,HSS,HSS
ENSG00000033011,ALG1,796,SSD,67.9,1166,Recessive,LECA,412,redundant,2,VIP,HSS,HSS
ENSG00000033030,ZCCHC8,615,Singleton,60.34,746,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
