Gene_ID,AGE_OF_ROOT,FAMILY
ENSG00000069493,Bilateria,883
ENSG00000069509,Bilateria,884
ENSG00000069535,LECA,41
ENSG00000069667,Bilateria,268
ENSG00000069696,Bilateria,887
ENSG00000069702,Gnathostomata,888
ENSG00000069764,Bilateria,889
ENSG00000069812,Opisthokonta,890
ENSG00000069849,Bilateria,891
ENSG00000069869,LECA,20
ENSG00000069943,LECA,893
ENSG00000069956,LECA,561
ENSG00000069966,LECA,895
ENSG00000069974,LECA,471
ENSG00000069998,Opisthokonta,897
ENSG00000070018,LECA,898
ENSG00000070019,LECA,678
ENSG00000070047,LECA,900
ENSG00000070081,Gnathostomata,901
ENSG00000070087,Vertebrata,902
ENSG00000070159,LECA,590
ENSG00000070182,LECA,595
ENSG00000070190,LECA,905
ENSG00000070193,Bilateria,906
ENSG00000070214,LECA,907
ENSG00000070371,LECA,908
ENSG00000070388,Bilateria,906
ENSG00000070404,LECA,576
ENSG00000070423,LECA,911
ENSG00000070444,Bilateria,652
ENSG00000070476,LECA,491
ENSG00000070495,Bilateria,914
ENSG00000070501,Opisthokonta,915
ENSG00000070526,Chordata,192
ENSG00000070540,LECA,917
ENSG00000070601,Gnathostomata,918
ENSG00000070614,LECA,17
ENSG00000070669,LECA,920
ENSG00000070718,LECA,863
ENSG00000070729,LECA,603
ENSG00000070731,Chordata,192
ENSG00000070748,LECA,84
ENSG00000070756,LECA,786
ENSG00000070759,LECA,113
ENSG00000070761,LECA,927
ENSG00000070770,LECA,928
ENSG00000070778,LECA,590
ENSG00000070785,Opisthokonta,930
ENSG00000070808,LECA,43
ENSG00000070831,LECA,196
ENSG00000070882,LECA,101
ENSG00000070886,LECA,386
ENSG00000070915,Opisthokonta,727
ENSG00000070961,LECA,316
ENSG00000070985,LECA,937
ENSG00000071051,LECA,905
ENSG00000071054,LECA,104
ENSG00000071073,Bilateria,940
ENSG00000071189,Bilateria,941
ENSG00000071203,Chordata,942
ENSG00000071205,Bilateria,943
ENSG00000071242,LECA,944
ENSG00000071243,LECA,945
ENSG00000071246,LECA,946
ENSG00000071282,LECA,947
ENSG00000071537,LECA,948
ENSG00000071553,Bilateria,949
ENSG00000071564,Bilateria,950
ENSG00000071575,LECA,951
ENSG00000071626,LECA,952
ENSG00000071655,LECA,953
ENSG00000071794,LECA,954
ENSG00000071859,LECA,955
ENSG00000071889,Vertebrata,956
ENSG00000071894,LECA,957
ENSG00000071909,LECA,136
ENSG00000071967,LECA,182
ENSG00000071991,LECA,455
ENSG00000071994,LECA,792
ENSG00000072041,Bilateria,223
ENSG00000072042,LECA,371
ENSG00000072062,LECA,964
ENSG00000072071,LECA,57
ENSG00000072110,LECA,595
ENSG00000072121,LECA,319
ENSG00000072133,LECA,944
ENSG00000072134,LECA,542
ENSG00000072135,LECA,590
ENSG00000072163,LECA,971
ENSG00000072182,Bilateria,972
ENSG00000072195,LECA,973
ENSG00000072201,LECA,974
ENSG00000072210,LECA,119
ENSG00000072274,LECA,976
ENSG00000072310,Opisthokonta,977
ENSG00000072315,LECA,873
ENSG00000072364,Vertebrata,979
ENSG00000072401,LECA,980
ENSG00000072415,LECA,981
ENSG00000072422,LECA,196
ENSG00000072501,LECA,983
ENSG00000072506,LECA,371
ENSG00000072518,LECA,141
ENSG00000072657,LECA,986
ENSG00000072682,LECA,987
ENSG00000072694,Gnathostomata,988
ENSG00000072736,Bilateria,989
ENSG00000072778,Opisthokonta,990
ENSG00000072786,LECA,104
ENSG00000072803,LECA,83
ENSG00000072818,LECA,509
ENSG00000072832,Bilateria,994
ENSG00000072840,LECA,995
ENSG00000072849,LECA,996
ENSG00000072858,Vertebrata,997
ENSG00000072864,Gnathostomata,998
ENSG00000072952,Gnathostomata,999
ENSG00000072954,Vertebrata,1000
ENSG00000072958,LECA,863
ENSG00000073008,Bilateria,1002
ENSG00000073050,Vertebrata,1003
ENSG00000073060,Bilateria,1004
ENSG00000073067,LECA,1005
ENSG00000073111,LECA,1006
ENSG00000073146,LECA,60
ENSG00000073150,Gnathostomata,1008
ENSG00000073282,Vertebrata,1009
ENSG00000073331,LECA,1010
ENSG00000073350,LECA,1011
ENSG00000073417,LECA,783
ENSG00000073464,LECA,236
ENSG00000073578,Homo sapiens,1014
ENSG00000073584,LECA,401
ENSG00000073605,Gnathostomata,1016
ENSG00000073614,LECA,172
ENSG00000073670,Bilateria,180
ENSG00000073711,Vertebrata,1019
ENSG00000073712,Chordata,1020
ENSG00000073734,LECA,51
ENSG00000073737,LECA,371
ENSG00000073754,LECA,291
ENSG00000073756,Vertebrata,1024
ENSG00000073792,LECA,1025
ENSG00000073803,LECA,113
ENSG00000073849,Chordata,192
ENSG00000073861,Bilateria,1028
ENSG00000073910,Vertebrata,1029
ENSG00000073921,Vertebrata,766
ENSG00000074047,LECA,491
ENSG00000074054,LECA,1032
ENSG00000074181,LECA,1033
ENSG00000074211,LECA,1034
ENSG00000074219,Chordata,163
ENSG00000074276,LECA,455
ENSG00000074317,Vertebrata,1037
ENSG00000074319,LECA,1038
ENSG00000074370,LECA,316
ENSG00000074410,LECA,697
ENSG00000074527,LECA,484
ENSG00000074590,LECA,1042
ENSG00000074603,LECA,1043
ENSG00000074621,LECA,1044
ENSG00000074657,LECA,226
ENSG00000074660,LECA,1046
ENSG00000074695,Opisthokonta,1047
ENSG00000074696,LECA,1048
ENSG00000074706,Bilateria,1049
ENSG00000074771,LECA,168
ENSG00000074800,LECA,1051
ENSG00000074803,Opisthokonta,727
ENSG00000074855,LECA,513
ENSG00000074935,LECA,440
ENSG00000074964,Bilateria,1055
ENSG00000074966,LECA,5
ENSG00000075035,LECA,307
ENSG00000075043,LECA,380
ENSG00000075073,Bilateria,1059
ENSG00000075089,LECA,1060
ENSG00000075142,LECA,295
ENSG00000075151,LECA,1062
ENSG00000075213,LECA,11
ENSG00000075218,Gnathostomata,1064
ENSG00000075223,LECA,11
ENSG00000075239,LECA,670
ENSG00000075275,LECA,184
ENSG00000075290,Bilateria,19
ENSG00000075292,LECA,305
ENSG00000075303,LECA,53
ENSG00000075340,Bilateria,1071
ENSG00000075388,Bilateria,906
ENSG00000075391,LECA,1073
ENSG00000075399,LECA,1074
ENSG00000075407,LECA,89
ENSG00000075413,LECA,141
ENSG00000075415,LECA,53
ENSG00000075420,Bilateria,435
ENSG00000075426,Bilateria,1079
ENSG00000075429,Bilateria,106
ENSG00000075461,Bilateria,106
ENSG00000075539,Vertebrata,1029
ENSG00000075568,Chordata,1083
ENSG00000075618,LECA,1084
ENSG00000075624,LECA,1060
ENSG00000075643,Bilateria,1086
ENSG00000075651,LECA,1087
ENSG00000075673,LECA,316
ENSG00000075702,LECA,144
ENSG00000075711,LECA,1090
ENSG00000075785,LECA,471
ENSG00000075790,Vertebrata,1092
ENSG00000075826,Gnathostomata,1093
ENSG00000075884,LECA,1094
ENSG00000075886,LECA,440
ENSG00000075891,LECA,52
ENSG00000075914,LECA,1097
ENSG00000075975,LECA,1098
ENSG00000076003,LECA,1006
ENSG00000076053,Vertebrata,1100
ENSG00000076067,LECA,786
ENSG00000076108,LECA,207
ENSG00000076201,LECA,590
ENSG00000076242,LECA,738
ENSG00000076258,Bilateria,166
ENSG00000076321,LECA,24
ENSG00000076344,LECA,1107
ENSG00000076351,Chordata,1108
ENSG00000076356,LECA,37
ENSG00000076382,LECA,1110
ENSG00000076513,LECA,1111
ENSG00000076554,Bilateria,1112
ENSG00000076555,LECA,1113
ENSG00000076604,Bilateria,620
ENSG00000076662,Euteleostomi,1115
ENSG00000076685,LECA,1116
ENSG00000076706,Vertebrata,1117
ENSG00000076716,Bilateria,705
ENSG00000076770,Bilateria,1119
ENSG00000076826,Chordata,1120
ENSG00000076864,LECA,1121
ENSG00000076924,LECA,1122
ENSG00000076928,LECA,185
ENSG00000076944,LECA,1124
ENSG00000076984,LECA,765
ENSG00000077009,LECA,1126
ENSG00000077044,LECA,647
ENSG00000077063,LECA,1128
ENSG00000077080,LECA,1060
ENSG00000077092,Bilateria,268
ENSG00000077097,LECA,1131
ENSG00000077147,LECA,1132
ENSG00000077150,LECA,1133
ENSG00000077152,LECA,1134
ENSG00000077157,Bilateria,639
ENSG00000077232,LECA,165
ENSG00000077238,Gnathostomata,1137
ENSG00000077254,LECA,438
ENSG00000077264,LECA,104
ENSG00000077274,LECA,295
ENSG00000077279,LECA,1141
ENSG00000077312,Bilateria,1142
ENSG00000077348,Opisthokonta,1143
ENSG00000077380,LECA,1144
ENSG00000077420,Bilateria,1145
ENSG00000077454,LECA,415
ENSG00000077458,Bilateria,203
ENSG00000077463,LECA,867
ENSG00000077498,LECA,1149
ENSG00000077522,LECA,595
ENSG00000077585,Gnathostomata,1151
ENSG00000077616,LECA,976
ENSG00000077684,LECA,490
ENSG00000077713,LECA,53
ENSG00000077721,LECA,1134
ENSG00000077782,LECA,386
ENSG00000077800,LECA,40
ENSG00000077935,LECA,983
ENSG00000077942,LECA,1159
ENSG00000077943,LECA,92
ENSG00000077984,Bilateria,1161
ENSG00000078018,LECA,518
ENSG00000078043,LECA,419
ENSG00000078053,Opisthokonta,1164
ENSG00000078061,LECA,113
ENSG00000078070,LECA,1113
ENSG00000078098,LECA,1043
ENSG00000078114,LECA,21
ENSG00000078124,LECA,1169
ENSG00000078140,LECA,1134
ENSG00000078142,LECA,251
ENSG00000078177,LECA,1172
ENSG00000078246,LECA,1173
ENSG00000078269,LECA,1174
ENSG00000078295,LECA,678
ENSG00000078304,LECA,784
ENSG00000078328,LECA,1177
ENSG00000078369,LECA,895
ENSG00000078399,LECA,1179
ENSG00000078401,Gnathostomata,1180
ENSG00000078403,LECA,490
ENSG00000078487,LECA,1182
ENSG00000078549,LECA,57
ENSG00000078579,Bilateria,906
ENSG00000078589,Bilateria,1185
ENSG00000078596,Vertebrata,1186
ENSG00000078618,LECA,212
ENSG00000078668,LECA,1188
ENSG00000078687,LECA,1189
ENSG00000078699,LECA,1190
ENSG00000078725,Vertebrata,1191
ENSG00000078747,LECA,20
ENSG00000078795,LECA,194
ENSG00000078804,Gnathostomata,1194
ENSG00000078808,Bilateria,544
ENSG00000078814,LECA,136
ENSG00000078898,Bilateria,1197
ENSG00000078900,Vertebrata,1009
ENSG00000078967,LECA,980
ENSG00000079101,Gnathostomata,1200
ENSG00000079102,LECA,1190
ENSG00000079112,LECA,455
ENSG00000079150,LECA,40
ENSG00000079156,LECA,101
ENSG00000079215,Bilateria,1205
ENSG00000079246,LECA,1206
ENSG00000079257,Euteleostomi,1207
ENSG00000079263,LECA,401
ENSG00000079277,LECA,1141
ENSG00000079308,LECA,1210
ENSG00000079313,LECA,72
ENSG00000079332,LECA,35
ENSG00000079335,LECA,1213
ENSG00000079337,LECA,640
ENSG00000079385,Vertebrata,143
ENSG00000079387,LECA,1216
ENSG00000079393,LECA,1217
ENSG00000079432,LECA,1218
ENSG00000079462,Vertebrata,1219
ENSG00000079482,Bilateria,943
ENSG00000079557,Euteleostomi,1221
ENSG00000079616,LECA,592
ENSG00000079689,LECA,1223
ENSG00000079691,LECA,354
ENSG00000079739,Opisthokonta,281
ENSG00000079785,LECA,732
ENSG00000079805,LECA,1227
ENSG00000079819,LECA,167
ENSG00000079841,LECA,1229
ENSG00000079931,Bilateria,1230
ENSG00000079950,LECA,1231
ENSG00000079974,LECA,471
ENSG00000079999,LECA,24
ENSG00000080007,LECA,732
ENSG00000080031,LECA,590
ENSG00000080166,LECA,1149
ENSG00000080189,LECA,1237
ENSG00000080200,LECA,1238
ENSG00000080224,LECA,386
ENSG00000080293,LECA,57
ENSG00000080298,Bilateria,1241
ENSG00000080371,LECA,471
ENSG00000080493,LECA,56
ENSG00000080503,LECA,954
ENSG00000080511,LECA,1245
ENSG00000080546,Gnathostomata,1246
ENSG00000080561,LECA,1247
ENSG00000080573,LECA,535
ENSG00000080603,LECA,954
ENSG00000080618,LECA,1250
ENSG00000080644,Bilateria,262
ENSG00000080709,LECA,1252
ENSG00000080815,LECA,1253
ENSG00000080819,LECA,1254
ENSG00000080823,LECA,561
ENSG00000080824,LECA,1256
ENSG00000080839,LECA,1257
ENSG00000080845,Bilateria,1258
ENSG00000080854,LECA,320
ENSG00000080910,LECA,6
ENSG00000081014,LECA,1261
ENSG00000081019,Gnathostomata,1262
ENSG00000081026,LECA,1263
ENSG00000081041,Gnathostomata,1264
ENSG00000081051,Euteleostomi,1221
ENSG00000081052,LECA,535
ENSG00000081059,LECA,1267
ENSG00000081138,LECA,455
ENSG00000081148,Gnathostomata,1269
ENSG00000081177,LECA,1270
ENSG00000081181,Bilateria,1271
ENSG00000081189,LECA,850
ENSG00000081237,LECA,590
ENSG00000081248,LECA,111
ENSG00000081277,LECA,627
ENSG00000081307,LECA,416
ENSG00000081320,LECA,1277
ENSG00000081377,LECA,1213
ENSG00000081386,LECA,89
ENSG00000081479,LECA,898
ENSG00000081665,LECA,89
ENSG00000081692,Bilateria,914
ENSG00000081721,LECA,1217
ENSG00000081760,LECA,71
ENSG00000081791,LECA,948
ENSG00000081800,Bilateria,147
ENSG00000081818,LECA,1287
ENSG00000081842,LECA,1287
ENSG00000081853,LECA,1287
ENSG00000081913,LECA,415
ENSG00000081923,LECA,597
ENSG00000081985,Vertebrata,100
ENSG00000082014,Opisthokonta,789
ENSG00000082074,Gnathostomata,1294
ENSG00000082126,LECA,981
ENSG00000082146,LECA,104
ENSG00000082153,Vertebrata,1297
ENSG00000082175,Bilateria,1298
ENSG00000082196,LECA,1299
ENSG00000082212,Vertebrata,776
ENSG00000082258,LECA,1301
ENSG00000082269,LECA,1302
ENSG00000082293,LECA,1299
ENSG00000082397,LECA,167
ENSG00000082438,Vertebrata,1305
ENSG00000082458,LECA,1090
ENSG00000082482,LECA,1307
ENSG00000082512,Bilateria,620
ENSG00000082516,LECA,536
ENSG00000082556,Bilateria,1310
ENSG00000082641,Vertebrata,554
ENSG00000082684,LECA,11
ENSG00000082701,LECA,1313
ENSG00000082781,LECA,1314
ENSG00000082805,LECA,1315
ENSG00000082898,Opisthokonta,1316
ENSG00000082996,LECA,1317
ENSG00000083067,LECA,937
ENSG00000083097,Vertebrata,1319
ENSG00000083123,LECA,155
ENSG00000083168,LECA,248
ENSG00000083223,LECA,1322
ENSG00000083290,LECA,1323
ENSG00000083307,Bilateria,1324
ENSG00000083312,LECA,748
ENSG00000083444,LECA,1326
ENSG00000083454,Vertebrata,1327
ENSG00000083457,LECA,92
ENSG00000083520,LECA,1329
ENSG00000083642,Opisthokonta,1330
ENSG00000083720,Mammalia,1331
ENSG00000083750,LECA,368
ENSG00000083782,LECA,1333
ENSG00000083807,LECA,854
ENSG00000083812,LECA,1335
ENSG00000083814,LECA,1336
ENSG00000083817,LECA,254
ENSG00000083828,LECA,95
ENSG00000083838,LECA,1339
ENSG00000083844,LECA,325
ENSG00000083845,Opisthokonta,1341
ENSG00000083857,LECA,184
ENSG00000083896,LECA,1343
ENSG00000083937,LECA,1344
ENSG00000084070,LECA,509
ENSG00000084072,LECA,1346
ENSG00000084090,LECA,1347
ENSG00000084092,LECA,474
ENSG00000084093,LECA,1339
ENSG00000084112,LECA,1217
ENSG00000084207,LECA,1351
ENSG00000084234,Vertebrata,1352
ENSG00000084444,Vertebrata,1353
ENSG00000084453,Bilateria,1354
ENSG00000084628,Bilateria,1355
ENSG00000084636,LECA,535
ENSG00000084652,LECA,1357
ENSG00000084676,Vertebrata,1358
ENSG00000084693,LECA,1359
ENSG00000084710,LECA,1360
ENSG00000084731,LECA,592
ENSG00000084733,LECA,471
ENSG00000084754,LECA,1363
ENSG00000084764,Vertebrata,1364
ENSG00000084774,Opisthokonta,346
ENSG00000085063,Chordata,1366
ENSG00000085117,Bilateria,1
ENSG00000085185,Vertebrata,1368
ENSG00000085224,LECA,954
ENSG00000085265,LECA,476
ENSG00000085274,LECA,254
ENSG00000085276,LECA,1372
ENSG00000085365,LECA,1373
ENSG00000085377,Chordata,1374
ENSG00000085382,LECA,20
ENSG00000085415,Opisthokonta,1376
ENSG00000085449,LECA,1377
ENSG00000085465,LECA,736
ENSG00000085491,LECA,53
ENSG00000085511,LECA,765
ENSG00000085514,Catarrhini,1381
ENSG00000085552,LECA,320
ENSG00000085563,LECA,51
ENSG00000085644,LECA,109
ENSG00000085662,LECA,579
ENSG00000085719,LECA,1386
ENSG00000085733,LECA,1387
ENSG00000085741,Bilateria,19
ENSG00000085760,LECA,1389
ENSG00000085788,LECA,1390
ENSG00000085831,LECA,1391
ENSG00000085832,LECA,275
ENSG00000085840,Opisthokonta,1393
ENSG00000085871,LECA,1394
ENSG00000085978,LECA,1395
ENSG00000085982,LECA,438
ENSG00000085998,LECA,1397
ENSG00000085999,LECA,954
ENSG00000086015,LECA,874
ENSG00000086061,LECA,879
ENSG00000086062,Bilateria,388
ENSG00000086065,Opisthokonta,1402
ENSG00000086102,LECA,1403
ENSG00000086159,LECA,1404
ENSG00000086189,LECA,399
ENSG00000086200,LECA,1406
ENSG00000086205,LECA,976
ENSG00000086232,LECA,608
ENSG00000086288,LECA,238
ENSG00000086300,LECA,22
ENSG00000086475,Gnathostomata,1411
ENSG00000086506,LECA,1412
ENSG00000086544,LECA,862
ENSG00000086548,Vertebrata,143
ENSG00000086570,LECA,184
ENSG00000086598,LECA,1416
ENSG00000086619,LECA,1417
ENSG00000086666,LECA,1418
ENSG00000086696,LECA,371
ENSG00000086712,LECA,1357
ENSG00000086717,LECA,258
ENSG00000086758,LECA,20
ENSG00000086848,LECA,893
ENSG00000086967,Bilateria,435
ENSG00000086991,LECA,168
ENSG00000087008,Opisthokonta,990
ENSG00000087053,LECA,33
ENSG00000087074,Gnathostomata,1428
ENSG00000087076,LECA,371
ENSG00000087077,LECA,1430
ENSG00000087085,LECA,486
ENSG00000087086,Bilateria,1432
ENSG00000087088,Bilateria,402
ENSG00000087095,LECA,561
ENSG00000087116,LECA,537
ENSG00000087128,LECA,59
ENSG00000087152,Opisthokonta,1437
ENSG00000087191,LECA,276
ENSG00000087237,Bilateria,1197
ENSG00000087245,LECA,193
ENSG00000087250,Tetrapoda,1441
ENSG00000087253,LECA,1442
ENSG00000087258,LECA,662
ENSG00000087274,Bilateria,1071
ENSG00000087299,LECA,1445
ENSG00000087303,LECA,898
ENSG00000087338,Bilateria,1447
ENSG00000087448,LECA,24
ENSG00000087460,LECA,662
ENSG00000087470,LECA,1227
ENSG00000087495,Opisthokonta,1451
ENSG00000087502,LECA,1452
ENSG00000087510,Vertebrata,176
ENSG00000087586,LECA,1454
ENSG00000087589,LECA,563
ENSG00000087903,Bilateria,1241
ENSG00000087995,Opisthokonta,1457
ENSG00000088002,LECA,1458
ENSG00000088035,LECA,1459
ENSG00000088038,LECA,1460
ENSG00000088053,Tetrapoda,1461
ENSG00000088179,LECA,590
ENSG00000088205,LECA,732
ENSG00000088247,LECA,1025
ENSG00000088256,LECA,662
ENSG00000088280,LECA,509
ENSG00000088298,LECA,1467
ENSG00000088305,Chordata,1468
ENSG00000088320,LECA,114
ENSG00000088367,LECA,167
ENSG00000088386,LECA,1471
ENSG00000088387,LECA,1472
ENSG00000088448,Bilateria,1473
ENSG00000088451,Opisthokonta,1474
ENSG00000088538,LECA,1472
ENSG00000088727,LECA,592
ENSG00000088756,Bilateria,1477
ENSG00000088766,Opisthokonta,897
ENSG00000088782,Eutheria,1479
ENSG00000088808,Vertebrata,1480
ENSG00000088812,LECA,484
ENSG00000088826,LECA,41
ENSG00000088827,Gnathostomata,263
ENSG00000088832,LECA,40
ENSG00000088833,LECA,1485
ENSG00000088836,LECA,56
ENSG00000088876,LECA,325
ENSG00000088881,Vertebrata,1488
ENSG00000088882,LECA,1489
ENSG00000088899,LECA,673
ENSG00000088926,LECA,629
ENSG00000088930,LECA,1492
ENSG00000088986,LECA,1493
ENSG00000088992,LECA,1494
ENSG00000089006,LECA,22
ENSG00000089012,Amniota,1496
ENSG00000089022,LECA,1141
ENSG00000089041,Vertebrata,1327
ENSG00000089057,Bilateria,1499
ENSG00000089094,LECA,116
ENSG00000089116,LECA,348
ENSG00000089123,LECA,448
ENSG00000089127,LECA,1503
ENSG00000089154,Opisthokonta,1504
ENSG00000089157,LECA,1505
ENSG00000089159,LECA,1506
ENSG00000089163,LECA,867
ENSG00000089169,LECA,249
ENSG00000089177,LECA,592
ENSG00000089199,Euteleostomi,1510
ENSG00000089220,Opisthokonta,1511
ENSG00000089225,Bilateria,1028
ENSG00000089250,LECA,145
ENSG00000089280,Bilateria,1514
ENSG00000089289,Simiiformes,1515
ENSG00000089335,LECA,703
ENSG00000089351,LECA,353
ENSG00000089356,Euteleostomi,1518
ENSG00000089472,LECA,343
ENSG00000089486,Bilateria,1520
ENSG00000089505,Bilateria,1521
ENSG00000089558,LECA,603
ENSG00000089597,LECA,1523
ENSG00000089639,Chordata,1524
ENSG00000089682,LECA,1525
ENSG00000089685,LECA,358
ENSG00000089692,Chordata,1527
ENSG00000089693,Vertebrata,1528
ENSG00000089723,Gnathostomata,1529
ENSG00000089737,LECA,732
ENSG00000089775,LECA,617
ENSG00000089818,LECA,1532
ENSG00000089820,LECA,1533
ENSG00000089847,Chordata,1534
ENSG00000089876,LECA,66
ENSG00000089902,Bilateria,1536
ENSG00000089916,Gnathostomata,1537
ENSG00000090006,LECA,543
ENSG00000090020,LECA,780
ENSG00000090054,LECA,357
ENSG00000090060,LECA,1541
ENSG00000090061,LECA,1301
ENSG00000090097,LECA,1025
ENSG00000090104,LECA,1107
ENSG00000090238,LECA,1445
ENSG00000090273,Bilateria,310
ENSG00000090316,Opisthokonta,1547
ENSG00000090339,Euteleostomi,1115
ENSG00000090372,LECA,1549
ENSG00000090376,LECA,1550
ENSG00000090382,Bilateria,1551
ENSG00000090402,LECA,1523
ENSG00000090447,Bilateria,206
ENSG00000090470,LECA,1299
ENSG00000090512,Gnathostomata,1555
ENSG00000090520,LECA,1556
ENSG00000090530,LECA,1557
ENSG00000090539,LECA,599
ENSG00000090565,LECA,1559
ENSG00000090581,LECA,1560
ENSG00000090612,LECA,89
ENSG00000090615,LECA,1562
ENSG00000090621,LECA,786
ENSG00000090659,Bilateria,1564
ENSG00000090661,Bilateria,1565
ENSG00000090674,Gnathostomata,611
ENSG00000090686,LECA,438
ENSG00000090776,Bilateria,1568
ENSG00000090857,LECA,1445
ENSG00000090861,LECA,1570
ENSG00000090889,LECA,592
ENSG00000090905,LECA,1189
ENSG00000090924,LECA,452
ENSG00000090932,LECA,1574
ENSG00000090971,Vertebrata,1575
ENSG00000090975,Bilateria,1576
ENSG00000090989,LECA,1577
ENSG00000091009,LECA,1578
ENSG00000091010,LECA,392
ENSG00000091039,LECA,101
ENSG00000091073,Bilateria,1581
ENSG00000091106,LECA,358
ENSG00000091127,Bilateria,1583
ENSG00000091128,LECA,484
ENSG00000091129,LECA,320
ENSG00000091136,LECA,484
ENSG00000091137,LECA,1587
ENSG00000091138,LECA,1587
ENSG00000091140,Opisthokonta,1589
ENSG00000091157,LECA,144
ENSG00000091164,Opisthokonta,1591
ENSG00000091181,Vertebrata,100
ENSG00000091262,LECA,12
ENSG00000091317,Bilateria,1521
ENSG00000091409,LECA,92
ENSG00000091428,LECA,640
ENSG00000091436,LECA,113
ENSG00000091483,Opisthokonta,1598
ENSG00000091490,LECA,948
ENSG00000091513,Bilateria,266
ENSG00000091536,LECA,136
ENSG00000091583,LECA,6
ENSG00000091592,LECA,350
ENSG00000091622,Bilateria,1576
ENSG00000091656,LECA,348
ENSG00000091664,Opisthokonta,1606
ENSG00000091704,LECA,1250
ENSG00000091831,Bilateria,1298
ENSG00000091844,LECA,1107
ENSG00000091879,LECA,476
ENSG00000091972,Bilateria,1002
ENSG00000092009,LECA,1612
ENSG00000092010,Chordata,1613
ENSG00000092036,Hominidae,1614
ENSG00000092051,LECA,1615
ENSG00000092054,LECA,136
ENSG00000092067,Bilateria,1617
ENSG00000092068,Opisthokonta,34
ENSG00000092094,LECA,1619
ENSG00000092096,LECA,49
ENSG00000092098,LECA,1621
ENSG00000092108,LECA,1124
ENSG00000092140,LECA,219
ENSG00000092148,LECA,20
ENSG00000092199,LECA,1625
ENSG00000092200,Gnathostomata,1626
ENSG00000092203,LECA,401
ENSG00000092295,Bilateria,1628
ENSG00000092345,LECA,1629
ENSG00000092377,Vertebrata,1630
ENSG00000092421,LECA,11
ENSG00000092439,LECA,937
ENSG00000092445,LECA,386
ENSG00000092529,LECA,295
ENSG00000092531,LECA,1635
ENSG00000092607,Bilateria,1028
ENSG00000092621,Opisthokonta,1637
ENSG00000092758,LECA,535
ENSG00000092820,Bilateria,1639
ENSG00000092841,LECA,1640
ENSG00000092847,Bilateria,1641
ENSG00000092850,Bilateria,1642
ENSG00000092871,LECA,1643
ENSG00000092929,LECA,161
ENSG00000092964,Bilateria,994
ENSG00000092969,Bilateria,1646
ENSG00000092978,Gnathostomata,1537
ENSG00000093010,LECA,1648
ENSG00000093072,LECA,1649
ENSG00000093134,Vertebrata,1650
ENSG00000093144,LECA,1651
ENSG00000093167,Vertebrata,1652
ENSG00000093183,LECA,539
ENSG00000093217,LECA,1654
ENSG00000094631,LECA,522
ENSG00000094661,Vertebrata,1656
ENSG00000094755,Bilateria,262
ENSG00000094796,LECA,103
ENSG00000094804,Opisthokonta,1393
ENSG00000094841,LECA,1660
ENSG00000094880,LECA,55
ENSG00000094916,LECA,1662
ENSG00000094963,Bilateria,166
ENSG00000095002,LECA,628
ENSG00000095015,LECA,104
ENSG00000095059,LECA,1666
ENSG00000095066,LECA,300
ENSG00000095110,Chordata,1668
