Gene_id,Gene_Name,Ortho_Age,Paralog_status,Haplosufficiency_Rank,PPI_connectivity,Disease_Association,Family_Root,Family_ID
ENSG00000014123,UFL1,796,Singleton,24.43,1114,Unknown,Singleton,0
ENSG00000014138,POLA2,796,SSD,49.17,1648,None,Homininae,293
ENSG00000014164,ZC3H3,435,SSD,86.46,1392,None,Opisthokonta,294
ENSG00000014216,CAPN1,615,SSD,31.37,2148,Recessive,LECA,295
ENSG00000014257,ACPP,311,SSD,29.85,974,Unknown,LECA,296
ENSG00000014641,MDH1,796,Ohnolog,5.43,2646,Unknown,LECA,297
ENSG00000014824,SLC30A9,796,Singleton,16.11,1296,Recessive,Singleton,0
ENSG00000014914,MTMR11,435,Ohnolog,38.92,258,None,LECA,33
ENSG00000014919,COX15,796,SSD,39.87,1178,Recessive,LECA,299
ENSG00000015133,CCDC88C,615,Ohnolog,61.96,658,Both,LECA,300
ENSG00000015153,YAF2,413,Ohnolog,22.26,730,Unknown,Bilateria,301
ENSG00000015171,ZMYND11,615,SSD,16.99,806,Dominant,LECA,302
ENSG00000015285,WAS,435,Ohnolog,37.38,3234,Recessive,LECA,303
ENSG00000015413,DPEP1,615,SSD,77.2,902,Unknown,Bilateria,304
ENSG00000015475,BID,96,Singleton,88.62,502,Unknown,Singleton,0
ENSG00000015479,MATR3,413,SSD,3.66,0,Dominant,LECA,305
ENSG00000015520,NPC1L1,615,SSD,70.7,1112,None,LECA,306
ENSG00000015532,XYLT2,615,Ohnolog,51.33,502,Recessive,LECA,307
ENSG00000015568,RGPD5,96,SSD,84.49,856,Unknown,LECA,308
ENSG00000015592,STMN4,615,SSD,36.46,2680,None,Chordata,309
ENSG00000015676,NUDCD3,796,SSD,56.09,624,Unknown,Bilateria,310
ENSG00000016082,ISL1,413,Ohnolog,0.45,2824,Unknown,Bilateria,311
ENSG00000016391,CHDH,796,Singleton,73.66,1018,None,Singleton,0
ENSG00000016402,IL20RA,311,SSD,80.44,636,Unknown,Vertebrata,312
ENSG00000016490,CLCA1,615,SSD,63.86,1016,Unknown,Chordata,313
ENSG00000016602,CLCA4,105,SSD,79.82,792,Unknown,Chordata,313
ENSG00000016864,GLT8D1,435,SSD,32.62,336,Unknown,LECA,315
ENSG00000017260,ATP2C1,615,Ohnolog,10.83,2110,Dominant,LECA,316
ENSG00000017427,IGF1,435,SSD,0.1,6408,Recessive,Vertebrata,317
ENSG00000017483,SLC38A5,615,Ohnolog,59.25,1034,Unknown,LECA,318
ENSG00000017797,RALBP1,615,Singleton,36.16,810,Unknown,Singleton,0
ENSG00000018189,RUFY3,105,Ohnolog,19.93,544,Unknown,LECA,319
ENSG00000018236,CNTN1,615,Ohnolog,22.29,2572,Recessive,LECA,320
ENSG00000018280,SLC11A1,413,SSD,49.12,2608,Unknown,LECA,321
ENSG00000018408,WWTR1,435,Ohnolog,9.85,2076,Unknown,LECA,322
ENSG00000018510,AGPS,796,SSD,5.44,1134,Recessive,Opisthokonta,323
ENSG00000018610,CXorf56,796,Singleton,NA,868,Unknown,Singleton,0
ENSG00000018625,ATP1A2,413,Ohnolog,25.47,3036,Dominant,LECA,316
ENSG00000018699,TTC27,796,Singleton,35.89,1336,None,Singleton,0
ENSG00000018869,ZNF582,105,SSD,97.02,404,Unknown,LECA,325
ENSG00000019102,VSIG2,435,SSD,59.53,372,Unknown,Chordata,326
ENSG00000019144,PHLDB1,615,Ohnolog,34.29,390,Unknown,Bilateria,327
ENSG00000019169,MARCO,435,Ohnolog,84.11,1010,Unknown,LECA,328
ENSG00000019186,CYP24A1,435,Ohnolog,56.17,1236,Recessive,LECA,329
ENSG00000019485,PRDM11,105,SSD,43.01,316,Unknown,Bilateria,330
ENSG00000019505,SYT13,615,Ohnolog,50.65,1416,Unknown,LECA,249
ENSG00000019549,SNAI2,435,Ohnolog,5.15,3204,Both,LECA,261
ENSG00000019582,CD74,435,Singleton,50.67,2406,Unknown,Singleton,0
ENSG00000019991,HGF,615,Ohnolog,0.6,3032,Recessive,LECA,333
ENSG00000019995,ZRANB1,796,Singleton,27.85,728,Unknown,Singleton,0
ENSG00000020129,NCDN,796,Singleton,29.42,952,Unknown,Singleton,0
ENSG00000020181,ADGRA2,615,Ohnolog,41.81,1570,Unknown,LECA,57
ENSG00000020256,ZFP64,615,SSD,36.35,806,Unknown,LECA,335
ENSG00000020426,MNAT1,796,Singleton,5.75,1490,Unknown,Singleton,0
ENSG00000020577,SAMD4A,413,Ohnolog,9.41,1034,Unknown,Opisthokonta,336
ENSG00000020633,RUNX3,615,Ohnolog,9.86,2518,Unknown,Bilateria,337
ENSG00000020922,MRE11,796,Singleton,NA,2268,Recessive,Singleton,0
ENSG00000021300,PLEKHB1,615,Ohnolog,48.42,1062,Unknown,Gnathostomata,338
ENSG00000021355,SERPINB1,615,Ohnolog,35.07,1270,Unknown,LECA,339
ENSG00000021461,CYP3A43,311,SSD,35.98,716,Unknown,LECA,340
ENSG00000021488,SLC7A9,615,SSD,61.03,836,Both,Opisthokonta,34
ENSG00000021574,SPAST,796,SSD,9.51,2804,Dominant,LECA,342
ENSG00000021645,NRXN3,158,Ohnolog,0.35,2304,Unknown,LECA,343
ENSG00000021762,OSBPL5,796,Ohnolog,75.98,970,Unknown,LECA,101
ENSG00000021776,AQR,796,SSD,41.59,1784,Unknown,LECA,60
ENSG00000021826,CPS1,435,SSD,5.16,2266,Recessive,Opisthokonta,346
ENSG00000021852,C8B,435,Ohnolog,68.29,1180,Recessive,LECA,6
ENSG00000022267,FHL1,435,Ohnolog,13.08,1526,Both,LECA,348
ENSG00000022277,RTF2,796,Singleton,NA,558,None,Singleton,0
ENSG00000022355,GABRA1,435,Ohnolog,9.56,2452,Dominant,Bilateria,262
ENSG00000022556,NLRP2,96,SSD,95.49,654,Unknown,LECA,350
ENSG00000022567,SLC45A4,615,Ohnolog,61.88,446,None,Chordata,351
ENSG00000022840,RNF10,796,Singleton,15.46,954,Unknown,Singleton,0
ENSG00000022976,ZNF839,413,Singleton,97.78,26,None,Singleton,0
ENSG00000023041,ZDHHC6,796,SSD,24.11,398,None,LECA,352
ENSG00000023171,GRAMD1B,615,Ohnolog,30.05,486,None,LECA,353
ENSG00000023191,RNH1,311,SSD,71.64,1050,Unknown,LECA,354
ENSG00000023228,NDUFS1,615,SSD,19.65,2046,Recessive,LECA,355
ENSG00000023287,RB1CC1,615,Singleton,10.33,1660,Unknown,Singleton,0
ENSG00000023318,ERP44,796,SSD,8.7,1626,Unknown,LECA,356
ENSG00000023330,ALAS1,615,Ohnolog,42.48,1654,Unknown,LECA,357
ENSG00000023445,BIRC3,615,SSD,51.61,2428,Unknown,LECA,358
ENSG00000023516,AKAP11,435,SSD,52.94,654,Unknown,Gnathostomata,359
ENSG00000023572,GLRX2,796,SSD,66.78,1284,Unknown,LECA,360
ENSG00000023608,SNAPC1,615,Singleton,41.64,556,Unknown,Singleton,0
ENSG00000023697,DERA,796,Singleton,17.66,1316,None,Singleton,0
ENSG00000023734,STRAP,796,Singleton,15.56,1506,Unknown,Singleton,0
ENSG00000023839,ABCC2,176,Ohnolog,38.2,0,Recessive,LECA,12
ENSG00000023892,DEF6,351,SSD,31.02,530,Unknown,LECA,362
ENSG00000023902,PLEKHO1,435,Ohnolog,47.02,528,Unknown,LECA,363
ENSG00000023909,GCLM,796,Singleton,28.3,1042,Unknown,Singleton,0
ENSG00000024048,UBR2,796,Ohnolog,23.87,2634,Unknown,Bilateria,364
ENSG00000024422,EHD2,435,Ohnolog,57.85,1140,Unknown,LECA,275
ENSG00000024526,DEPDC1,435,Ohnolog,23.97,954,Unknown,LECA,366
ENSG00000024862,CCDC28A,615,SSD,63.83,260,Unknown,Gnathostomata,367
ENSG00000025039,RRAGD,796,Ohnolog,24.06,1108,Unknown,LECA,368
ENSG00000025156,HSF2,435,Ohnolog,25.98,1576,Unknown,LECA,369
ENSG00000025293,PHF20,435,Ohnolog,18.87,1918,Unknown,Bilateria,370
ENSG00000025423,HSD17B6,311,SSD,13.11,1580,Unknown,LECA,371
ENSG00000025434,NR1H3,435,Ohnolog,43.45,1616,Unknown,Bilateria,268
ENSG00000025708,TYMP,615,Singleton,67.24,1680,Recessive,Singleton,0
ENSG00000025770,NCAPH2,615,Singleton,74.92,862,Unknown,Singleton,0
ENSG00000025772,TOMM34,435,Ohnolog,50.67,1760,Unknown,LECA,70
ENSG00000025796,SEC63,615,Singleton,8.89,1770,Dominant,Singleton,0
ENSG00000025800,KPNA6,796,Ohnolog,18.78,1924,Unknown,LECA,374
ENSG00000026025,VIM,435,Ohnolog,0.41,3278,Dominant,LECA,103
ENSG00000026036,RTEL1-TNFRSF6B,796,SSD,NA,0,None,LECA,288
ENSG00000026103,FAS,435,SSD,93.15,2952,Dominant,Chordata,377
ENSG00000026297,RNASET2,615,SSD,88.28,1024,Recessive,LECA,378
ENSG00000026508,CD44,311,SSD,0.82,5390,None,LECA,379
ENSG00000026559,KCNG1,435,SSD,29.63,1650,Unknown,LECA,380
ENSG00000026652,AGPAT4,435,Ohnolog,61.98,888,Unknown,LECA,381
ENSG00000026751,SLAMF7,105,SSD,95.73,1058,Unknown,Gnathostomata,382
ENSG00000026950,BTN3A1,96,SSD,97.54,426,Unknown,LECA,383
ENSG00000027001,MIPEP,796,SSD,57.15,1036,Recessive,LECA,384
ENSG00000027075,PRKCH,435,Ohnolog,9.05,2454,Unknown,LECA,385
ENSG00000027644,INSRR,413,SSD,37.34,2886,Unknown,LECA,386
ENSG00000027697,IFNGR1,311,SSD,86.17,1462,Both,Vertebrata,312
ENSG00000027847,B4GALT7,796,SSD,41.46,782,Recessive,Bilateria,388
ENSG00000027869,SH2D2A,311,Ohnolog,79.45,412,Unknown,LECA,389
ENSG00000028116,VRK2,435,Ohnolog,19.11,1578,Unknown,LECA,390
ENSG00000028137,TNFRSF1B,413,SSD,79,2650,Unknown,Chordata,377
ENSG00000028203,VEZT,413,Singleton,32.61,680,None,Singleton,0
ENSG00000028277,POU2F2,435,Ohnolog,29.23,1114,Unknown,LECA,392
ENSG00000028310,BRD9,615,Ohnolog,69.01,740,Unknown,LECA,393
ENSG00000028528,SNX1,615,Ohnolog,20.1,1596,Unknown,LECA,22
ENSG00000028839,TBPL1,615,SSD,4.15,2482,None,LECA,395
ENSG00000029153,ARNTL2,435,SSD,77.48,688,Unknown,Bilateria,396
ENSG00000029363,BCLAF1,435,SSD,4.44,1804,Unknown,Gnathostomata,397
ENSG00000029364,SLC39A9,796,Singleton,22.72,450,None,Singleton,0
ENSG00000029534,ANK1,413,Ohnolog,2.07,3618,Both,Bilateria,398
ENSG00000029559,IBSP,311,Singleton,43.95,1904,Unknown,Singleton,0
ENSG00000029639,TFB1M,796,SSD,53.75,2306,Unknown,LECA,399
ENSG00000029725,RABEP1,615,SSD,18.05,1474,Unknown,LECA,400
ENSG00000029993,HMGB3,796,Ohnolog,36.49,1990,Unknown,LECA,401
ENSG00000030066,NUP160,615,Singleton,16.52,1322,Recessive,Singleton,0
ENSG00000030110,BAK1,615,SSD,59.13,1894,Unknown,Bilateria,402
ENSG00000030304,MUSK,796,SSD,6.69,2652,Recessive,LECA,386
ENSG00000030419,IKZF2,435,Ohnolog,3.13,892,Unknown,LECA,404
ENSG00000030582,GRN,435,Singleton,64.61,1724,Both,Singleton,0
ENSG00000031003,FAM13B,435,Ohnolog,2.92,356,Unknown,LECA,405
ENSG00000031081,ARHGAP31,435,SSD,37.14,550,Dominant,LECA,46
ENSG00000031691,CENPQ,311,Singleton,65.29,652,Unknown,Singleton,0
ENSG00000031698,SARS,796,SSD,8.51,1842,Recessive,Opisthokonta,407
ENSG00000031823,RANBP3,615,Ohnolog,62.32,714,Unknown,LECA,308
ENSG00000032219,ARID4A,615,Ohnolog,25.26,2078,Unknown,LECA,409
ENSG00000032389,EIPR1,796,Singleton,NA,650,Unknown,Singleton,0
ENSG00000032444,PNPLA6,43,Ohnolog,32.35,2010,Recessive,Opisthokonta,410
ENSG00000032742,IFT88,796,SSD,13.3,2676,Unknown,LECA,411
ENSG00000033011,ALG1,796,SSD,67.9,1166,Recessive,LECA,412
ENSG00000033030,ZCCHC8,615,Singleton,60.34,746,Unknown,Singleton,0
ENSG00000033050,ABCF2,796,SSD,18.39,0,Unknown,LECA,413
ENSG00000033100,CHPF2,796,Ohnolog,40.78,472,Unknown,LECA,414
ENSG00000033122,LRRC7,351,Ohnolog,9.44,0,Unknown,LECA,415
ENSG00000033170,FUT8,796,Singleton,8.3,818,Recessive,Singleton,0
ENSG00000033178,UBA6,615,SSD,26.22,2334,Unknown,LECA,416
ENSG00000033327,GAB2,435,Ohnolog,38.04,960,Unknown,Bilateria,327
ENSG00000033627,ATP6V0A1,615,Ohnolog,20.07,1460,Unknown,LECA,418
ENSG00000033800,PIAS1,615,Ohnolog,2.51,2190,Unknown,LECA,419
ENSG00000033867,SLC4A7,615,Ohnolog,15.64,1300,Unknown,LECA,56
ENSG00000034053,APBA2,413,Ohnolog,58.98,1708,Unknown,LECA,241
ENSG00000034152,MAP2K3,615,Ohnolog,18.79,1636,Unknown,LECA,104
ENSG00000034239,EFCAB1,615,SSD,44.58,1700,None,LECA,423
ENSG00000034510,TMSB10,158,Singleton,27.05,438,Unknown,Singleton,0
ENSG00000034533,ASTE1,413,Singleton,64.16,284,None,Singleton,0
ENSG00000034677,RNF19A,615,Ohnolog,13.52,1352,None,LECA,13
ENSG00000034693,PEX3,615,Singleton,27.6,956,Recessive,Singleton,0
ENSG00000034713,GABARAPL2,615,SSD,9.32,2326,Unknown,LECA,425
ENSG00000034971,MYOC,615,SSD,48.4,1388,Dominant,LECA,426
ENSG00000035115,SH3YL1,105,Singleton,68.05,1200,Unknown,Singleton,0
ENSG00000035141,FAM136A,615,Singleton,74.63,810,Unknown,Singleton,0
ENSG00000035403,VCL,796,SSD,1.9,3590,Dominant,Bilateria,427
ENSG00000035499,DEPDC1B,413,Ohnolog,28.4,902,Unknown,LECA,366
ENSG00000035664,DAPK2,351,Ohnolog,27.56,1278,Unknown,LECA,429
ENSG00000035681,NSMAF,615,SSD,39.33,816,Unknown,LECA,430
ENSG00000035687,ADSS,796,Ohnolog,10.88,1862,Unknown,LECA,431
ENSG00000035720,STAP1,615,SSD,50.37,724,Unknown,Gnathostomata,432
ENSG00000035862,TIMP2,435,SSD,7.95,1736,Unknown,Bilateria,433
ENSG00000035928,RFC1,796,Singleton,17.7,1490,Recessive,Singleton,0
ENSG00000036054,TBC1D23,796,Singleton,12.08,498,Recessive,Singleton,0
ENSG00000036257,CUL3,796,SSD,4.57,4044,Dominant,LECA,434
ENSG00000036448,MYOM2,435,Ohnolog,66.84,1600,Unknown,Bilateria,435
ENSG00000036473,OTC,435,SSD,3.31,2012,Recessive,Opisthokonta,346
ENSG00000036530,CYP46A1,311,Singleton,53.79,1110,Unknown,Singleton,0
ENSG00000036549,AC118549,615,Singleton,NA,772,None,Singleton,0
ENSG00000036565,SLC18A1,435,Ohnolog,50.64,774,Unknown,Opisthokonta,437
ENSG00000036672,USP2,435,Ohnolog,23.99,1578,None,LECA,438
ENSG00000036828,CASR,615,SSD,3.37,2086,Both,Chordata,439
ENSG00000037042,TUBG2,105,SSD,27.7,2080,Unknown,LECA,440
ENSG00000037241,RPL26L1,796,SSD,32.7,2468,None,LECA,441
ENSG00000037280,FLT4,413,Ohnolog,35.92,1898,Dominant,LECA,386
ENSG00000037474,NSUN2,796,SSD,66.66,2048,Recessive,LECA,443
ENSG00000037637,FBXO42,796,SSD,31.72,1166,Unknown,LECA,444
ENSG00000037749,MFAP3,615,SSD,44.01,324,Unknown,Gnathostomata,445
ENSG00000037757,MRI1,796,SSD,70.29,1172,Unknown,LECA,446
ENSG00000037897,METTL1,796,Singleton,15.23,2370,Unknown,Singleton,0
ENSG00000037965,HOXC8,435,Ohnolog,4.72,1086,Unknown,LECA,64
ENSG00000038002,AGA,796,SSD,51.89,1008,Recessive,LECA,448
ENSG00000038210,PI4K2B,796,Ohnolog,42.25,926,Unknown,Vertebrata,449
ENSG00000038219,BOD1L1,311,Ohnolog,74.3,602,Unknown,Chordata,450
ENSG00000038274,MAT2B,615,Singleton,30.87,1200,None,Singleton,0
ENSG00000038295,TLL1,796,Ohnolog,22.07,1010,Dominant,LECA,343
ENSG00000038358,EDC4,615,Singleton,20.13,874,Unknown,Singleton,0
ENSG00000038382,TRIO,73,Ohnolog,25.7,2098,Dominant,LECA,452
ENSG00000038427,VCAN,351,SSD,13.44,2272,Dominant,LECA,453
ENSG00000038532,CLEC16A,796,Singleton,35.76,1478,Unknown,Singleton,0
ENSG00000038945,MSR1,435,Ohnolog,74.83,1212,Unknown,LECA,328
ENSG00000039068,CDH1,615,Ohnolog,0.51,6448,Dominant,LECA,455
ENSG00000039123,MTREX,796,SSD,NA,3482,Unknown,LECA,456
ENSG00000039139,DNAH5,796,SSD,32.91,1712,Unknown,LECA,146
ENSG00000039319,ZFYVE16,311,Ohnolog,47.47,612,Unknown,LECA,319
ENSG00000039523,RIPOR1,435,Ohnolog,NA,360,None,LECA,459
ENSG00000039537,C6,435,Ohnolog,62.58,632,Unknown,LECA,6
ENSG00000039560,RAI14,435,Ohnolog,22.65,2142,Unknown,Singleton,0
ENSG00000039600,SOX30,413,SSD,45.17,1042,Unknown,LECA,88
ENSG00000039650,PNKP,796,Singleton,59.52,1310,Recessive,Singleton,0
ENSG00000039987,BEST2,615,Ohnolog,69.03,660,Unknown,Bilateria,462
ENSG00000040199,PHLPP2,435,Ohnolog,26.22,3102,Unknown,LECA,415
ENSG00000040275,SPDL1,615,SSD,40.12,1110,Unknown,LECA,464
ENSG00000040341,STAU2,615,Ohnolog,12.01,732,Unknown,LECA,465
ENSG00000040487,PQLC2,615,SSD,61.5,504,Unknown,Opisthokonta,466
ENSG00000040531,CTNS,796,Singleton,58.83,602,Recessive,Singleton,0
ENSG00000040608,RTN4R,615,SSD,35.77,2162,Dominant,LECA,256
ENSG00000040633,PHF23,615,SSD,35.86,1170,Unknown,Gnathostomata,468
ENSG00000040731,CDH10,615,Ohnolog,21.11,1414,Unknown,LECA,455
ENSG00000040933,INPP4A,615,Ohnolog,34.79,628,Unknown,LECA,470
ENSG00000041353,RAB27B,435,Ohnolog,17.22,960,Unknown,LECA,471
ENSG00000041357,PSMA4,796,SSD,5.77,3276,Unknown,LECA,170
ENSG00000041515,MYO16,413,SSD,67.47,2016,Unknown,LECA,136
ENSG00000041802,LSG1,796,SSD,61.87,1876,Unknown,LECA,474
ENSG00000041880,PARP3,615,SSD,70.33,972,Unknown,LECA,475
ENSG00000041982,TNC,615,Ohnolog,3.7,1622,Dominant,LECA,476
ENSG00000041988,THAP3,435,SSD,78.57,266,Unknown,Bilateria,477
ENSG00000042062,RIPOR3,615,Ohnolog,NA,104,None,LECA,459
ENSG00000042088,TDP1,796,Singleton,48.95,1324,Recessive,Singleton,0
ENSG00000042286,AIFM2,435,Singleton,44.1,1194,None,Singleton,0
ENSG00000042304,C2orf83,43,SSD,NA,0,None,Vertebrata,479
ENSG00000042317,AL049834,435,Singleton,NA,454,Recessive,Singleton,0
ENSG00000042429,MED17,796,SSD,10.18,1372,Recessive,Homo sapiens,480
ENSG00000042445,RETSAT,615,SSD,67.18,830,Unknown,Bilateria,481
ENSG00000042493,CAPG,435,Ohnolog,40.65,762,Unknown,LECA,133
ENSG00000042753,AP2S1,796,SSD,37.41,1382,Dominant,LECA,483
ENSG00000042781,USH2A,351,Ohnolog,4.18,2634,Recessive,LECA,484
ENSG00000042813,ZPBP,311,SSD,63.69,504,Unknown,Gnathostomata,485
ENSG00000042832,TG,351,SSD,31.95,1646,Recessive,LECA,486
ENSG00000042980,ADAM28,435,Ohnolog,69.97,1030,Unknown,Bilateria,180
ENSG00000043039,BARX2,435,SSD,43.68,626,Unknown,LECA,488
ENSG00000043093,DCUN1D1,351,Ohnolog,7.17,910,Unknown,LECA,489
ENSG00000043143,JADE2,615,Ohnolog,32.8,868,Unknown,LECA,490
ENSG00000043355,ZIC2,311,Ohnolog,6.3,1978,Dominant,LECA,491
ENSG00000043462,LCP2,413,Ohnolog,44.22,2212,Unknown,LECA,492
ENSG00000043514,TRIT1,796,Singleton,23.43,1854,Recessive,Singleton,0
ENSG00000043591,ADRB1,615,Ohnolog,9.49,1710,None,Bilateria,493
ENSG00000044012,GUCA2B,105,SSD,84.8,564,Unknown,Amniota,494
ENSG00000044090,CUL7,105,SSD,52.2,1374,Recessive,Eutheria,495
ENSG00000044115,CTNNA1,105,SSD,2.28,2320,Dominant,Bilateria,427
ENSG00000044446,PHKA2,413,Ohnolog,29.68,1110,Recessive,Bilateria,497
ENSG00000044459,CNTLN,351,Singleton,14.4,946,Unknown,Singleton,0
ENSG00000044524,EPHA3,435,Ohnolog,3.51,3102,Unknown,LECA,386
ENSG00000044574,HSPA5,796,SSD,7.25,6060,Unknown,LECA,499
ENSG00000046604,DSG2,351,Ohnolog,62.78,1520,Dominant,LECA,500
ENSG00000046647,GEMIN8,615,Singleton,85.25,664,Unknown,Singleton,0
ENSG00000046651,OFD1,435,Singleton,70.25,1194,Both,Singleton,0
ENSG00000046653,GPM6B,615,Ohnolog,22.76,1674,Unknown,Vertebrata,501
ENSG00000046774,MAGEC2,43,SSD,94.81,794,Unknown,LECA,502
ENSG00000046889,PREX2,615,Ohnolog,22.16,1480,Unknown,LECA,503
ENSG00000047056,WDR37,796,SSD,26.42,1594,None,LECA,504
ENSG00000047188,YTHDC2,615,SSD,18.36,3036,Unknown,LECA,66
ENSG00000047230,CTPS2,796,Ohnolog,31.79,2866,Unknown,Vertebrata,506
ENSG00000047249,ATP6V1H,796,Singleton,20.78,1118,None,Singleton,0
ENSG00000047315,POLR2B,796,SSD,4.32,4828,Unknown,LECA,284
ENSG00000047346,FAM214A,615,SSD,22.57,244,None,Vertebrata,74
ENSG00000047365,ARAP2,413,Ohnolog,47.92,1074,Unknown,LECA,509
ENSG00000047410,TPR,435,Singleton,10.3,3368,Unknown,Singleton,0
ENSG00000047457,CP,176,Ohnolog,46.99,1954,None,LECA,343
ENSG00000047578,KIAA0556,105,Singleton,69.69,588,Recessive,Singleton,0
ENSG00000047579,DTNBP1,615,SSD,43.28,1398,Recessive,Bilateria,27
ENSG00000047597,XK,615,SSD,42.78,730,Unknown,Gnathostomata,512
ENSG00000047617,ANO2,413,Ohnolog,33.14,828,Unknown,LECA,513
ENSG00000047621,C12orf4,796,Singleton,NA,292,Recessive,Singleton,0
ENSG00000047634,SCML1,73,SSD,99.55,448,Unknown,Bilateria,230
ENSG00000047644,WWC3,435,Ohnolog,59.01,1242,None,LECA,515
ENSG00000047648,ARHGAP6,413,SSD,26.02,1482,Unknown,Gnathostomata,516
ENSG00000047662,FAM184B,435,SSD,69.64,336,None,LECA,517
ENSG00000047849,MAP4,311,Ohnolog,48.35,1418,Unknown,LECA,518
ENSG00000047932,GOPC,796,SSD,18.34,1754,Unknown,LECA,519
ENSG00000047936,ROS1,435,SSD,9.27,2254,Unknown,LECA,386
ENSG00000048028,USP28,615,Ohnolog,38.95,2394,Unknown,LECA,438
ENSG00000048052,HDAC9,435,Ohnolog,0.05,4504,Unknown,LECA,522
ENSG00000048140,TSPAN17,615,Ohnolog,52.11,446,None,Bilateria,1
ENSG00000048162,NOP16,105,Singleton,48.14,1406,Unknown,Singleton,0
ENSG00000048342,CC2D2A,615,SSD,79.39,806,Recessive,Bilateria,524
ENSG00000048392,RRM2B,435,Ohnolog,15.56,2180,Both,LECA,525
ENSG00000048405,ZNF800,615,Singleton,9.94,540,None,Singleton,0
ENSG00000048462,TNFRSF17,311,SSD,78.78,984,Unknown,Amniota,526
ENSG00000048471,SNX29,615,SSD,49.44,648,None,LECA,319
ENSG00000048540,LMO3,413,SSD,4.48,1868,Unknown,LECA,348
ENSG00000048544,MRPS10,796,Singleton,39.94,2348,Unknown,Singleton,0
ENSG00000048545,GUCA1A,435,SSD,40.09,0,Dominant,LECA,423
ENSG00000048649,RSF1,435,SSD,34.22,972,Unknown,LECA,248
ENSG00000048707,VPS13D,796,SSD,22.87,1396,Recessive,LECA,531
ENSG00000048740,CELF2,615,Ohnolog,1.73,1454,Unknown,LECA,532
ENSG00000048828,FAM120A,615,Ohnolog,26.8,410,Unknown,Vertebrata,533
ENSG00000048991,R3HDM1,413,Ohnolog,12.66,1210,None,Bilateria,534
ENSG00000049089,COL9A2,435,SSD,42.16,1054,Both,LECA,535
ENSG00000049130,KITLG,351,Singleton,0.47,0,None,Singleton,0
ENSG00000049167,ERCC8,615,SSD,17.24,1002,Recessive,LECA,536
ENSG00000049192,ADAMTS6,615,Ohnolog,5.54,728,Unknown,LECA,537
ENSG00000049239,H6PD,615,SSD,46.01,3848,Recessive,LECA,538
ENSG00000049245,VAMP3,615,Ohnolog,32.37,2254,Unknown,LECA,539
ENSG00000049246,PER3,435,Ohnolog,84.56,826,Dominant,LECA,540
ENSG00000049247,UTS2,311,Singleton,80.56,816,Unknown,Singleton,0
ENSG00000049249,TNFRSF9,413,SSD,93.3,1564,Unknown,Chordata,377
ENSG00000049283,EPN3,615,Ohnolog,31.51,1200,Unknown,LECA,542
ENSG00000049323,LTBP1,615,SSD,22.21,1380,Unknown,LECA,543
ENSG00000049449,RCN1,435,Ohnolog,3.34,1018,Unknown,Bilateria,544
ENSG00000049540,ELN,311,Singleton,8.62,2464,Dominant,Singleton,0
ENSG00000049541,RFC2,796,SSD,14.42,2840,Unknown,LECA,545
ENSG00000049618,ARID1B,615,Ohnolog,14.17,1358,Dominant,LECA,546
ENSG00000049656,CLPTM1L,796,SSD,57.26,860,Unknown,LECA,547
ENSG00000049759,NEDD4L,413,Ohnolog,8.66,3108,Dominant,LECA,20
ENSG00000049768,FOXP3,176,SSD,11.16,3976,Recessive,Opisthokonta,549
ENSG00000049769,PPP1R3F,311,SSD,63.23,522,None,Opisthokonta,550
ENSG00000049860,HEXB,796,Ohnolog,73.45,814,Recessive,Gnathostomata,551
ENSG00000049883,PTCD2,435,Singleton,66.39,304,Unknown,Singleton,0
ENSG00000050030,NEXMIF,435,Ohnolog,NA,600,Dominant,Opisthokonta,199
ENSG00000050130,JKAMP,796,Singleton,43.86,390,Unknown,Singleton,0
ENSG00000050165,DKK3,435,Singleton,44.34,2074,Unknown,Singleton,0
ENSG00000050327,ARHGEF5,105,Ohnolog,75.24,1362,Unknown,Chordata,553
ENSG00000050344,NFE2L3,615,Ohnolog,76.8,766,Unknown,Vertebrata,554
ENSG00000050393,MCUR1,615,SSD,66.42,602,Unknown,Vertebrata,555
ENSG00000050405,LIMA1,435,Singleton,55.38,1396,None,Singleton,0
ENSG00000050426,LETMD1,615,SSD,51.09,336,None,LECA,556
ENSG00000050438,SLC4A8,615,Ohnolog,29.29,1002,Unknown,LECA,56
ENSG00000050555,LAMC3,413,Ohnolog,69.93,1026,Recessive,LECA,484
ENSG00000050628,PTGER3,435,Ohnolog,47.22,1574,Unknown,Bilateria,126
ENSG00000050730,TNIP3,413,Ohnolog,79.46,636,None,LECA,560
ENSG00000050748,MAPK9,435,Ohnolog,1.53,3742,Unknown,LECA,561
ENSG00000050767,COL23A1,311,Ohnolog,65.58,592,Unknown,LECA,535
ENSG00000050820,BCAR1,435,Ohnolog,41.34,1758,Unknown,LECA,563
ENSG00000051009,FAM160A2,796,Ohnolog,27.87,238,None,Chordata,564
ENSG00000051108,HERPUD1,796,Ohnolog,32.91,820,Unknown,LECA,565
ENSG00000051128,HOMER3,413,Ohnolog,65.28,644,Unknown,Bilateria,566
ENSG00000051180,RAD51,796,SSD,2.99,5172,Dominant,LECA,567
ENSG00000051341,POLQ,796,SSD,48.71,1424,Unknown,LECA,456
ENSG00000051382,PIK3CB,413,Ohnolog,0.73,3600,Unknown,LECA,251
